期間,株式コード,上場コード,銘柄名称,終値
2023/04,4931,011,新日本製薬,1418
2023/04,4932,012,アルマード,1117
2023/04,4933,014,Ｉ－ｎｅ,3230
2023/04,4934,014,プレミアアンチエイジング,1202
2023/04,4935,012,リベルタ,774
2023/04,4936,011,アクシージア,1111
2023/04,4937,014,Ｗａｑｏｏ,1544
2023/04,4951,011,エステー,1588
2023/04,4952,,エス・ディー・エス　バイオテッ,
2023/04,4955,011,アグロ　カネショウ,1780
2023/04,4956,011,コニシ,2032
2023/04,4957,012,ヤスハラケミカル,527
2023/04,4958,011,長谷川香料,3220
2023/04,4960,012,ケミプロ化成,270
2023/04,4962,,互応化学工業,
2023/04,4963,011,星光ＰＭＣ,578
2023/04,4966,012,上村工業,6540
2023/04,4967,011,小林製薬,8480
2023/04,4968,011,荒川化学工業,990
2023/04,4970,012,東洋合成工業,7700
2023/04,4971,011,メック,2525
2023/04,4972,012,綜研化学,1715
2023/04,4973,011,日本高純度化学,2446
2023/04,4974,011,タカラバイオ,1711
2023/04,4975,011,ＪＣＵ,3190
2023/04,4976,012,東洋ドライルーブ,2360
2023/04,4977,011,新田ゼラチン,836
2023/04,4978,014,リプロセル,237
2023/04,4979,011,ＯＡＴアグリオ,1350
2023/04,4980,011,デクセリアルズ,2566
2023/04,4985,011,アース製薬,4975
2023/04,4987,012,寺岡製作所,313
2023/04,4989,,イハラケミカル工業,
2023/04,4990,012,昭和化学工業,468
2023/04,4992,012,北興化学工業,921
2023/04,4994,012,大成ラミック,2866
2023/04,4996,011,クミアイ化学工業,901
2023/04,4997,011,日本農薬,685
2023/04,4998,012,フマキラー,1080
2023/04,4999,,セメダイン,
2023/04,5001,,ＥＮＥＯＳ,
2023/04,5002,,ＲＳエナジー,
2023/04,5003,,丸善石油,
2023/04,5004,,三菱石油,
2023/04,5005,,東燃,
2023/04,5006,,興亜石油,
2023/04,5007,,コスモ石油,
2023/04,5008,,東亜石油,
2023/04,5009,012,富士興産,1186
2023/04,5010,012,日本精蝋,124
2023/04,5011,011,ニチレキ,1724
2023/04,5012,,東燃ゼネラル石油,
2023/04,5013,012,ユシロ化学工業,860
2023/04,5014,,ジャパンエナジー電子材料,
2023/04,5015,012,ビーピー・カストロール,908
2023/04,5016,,ＪＸ金属,
2023/04,5017,011,富士石油,266
2023/04,5018,011,ＭＯＲＥＳＣＯ,1135
2023/04,5019,011,出光興産,2882
2023/04,5020,011,ＥＮＥＯＳホールディングス,482
2023/04,5021,011,コスモエネルギーホールディング,4320
2023/04,5025,014,マーキュリーリアルテックイノベ,615
2023/04,5026,014,トリプルアイズ,755
2023/04,5027,014,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,1014
2023/04,5028,014,セカンドサイトアナリティカ,1493
2023/04,5029,014,サークレイス,630
2023/04,5031,014,モイ,330
2023/04,5032,014,ＡＮＹＣＯＬＯＲ,5170
2023/04,5033,014,ヌーラボ,955
2023/04,5034,014,ｕｎｅｒｒｙ,4105
2023/04,5035,014,ＨＯＵＳＥＩ,681
2023/04,5036,012,日本ビジネスシステムズ,1524
2023/04,5038,014,ｅＷｅＬＬ,4010
2023/04,5070,014,ドラフト,383
2023/04,5071,012,ヴィス,926
2023/04,5074,011,テスホールディングス,1193
2023/04,5076,011,インフロニア・ホールディングス,1071
2023/04,5078,012,セレコーポレーション,2402
2023/04,5079,012,ノバック,2636
2023/04,5101,011,横浜ゴム,2939
2023/04,5102,,大機エンジニアリング,
2023/04,5103,012,昭和ホールディングス,44
2023/04,5104,012,日東化工,490
2023/04,5105,011,ＴＯＹＯ　ＴＩＲＥ,1610
2023/04,5106,,オーツタイヤ,
2023/04,5108,011,ブリヂストン,5438
2023/04,5110,011,住友ゴム工業,1241
2023/04,5121,011,藤倉コンポジット,1028
2023/04,5122,011,オカモト,4040
2023/04,5123,,カークエスト,
2023/04,5125,014,ファインズ,1298
2023/04,5126,014,ポーターズ,1962
2023/04,5127,014,グッピーズ,3470
2023/04,5128,011,ＷＯＷ　ＷＯＲＬＤ　ＧＲＯＵＰ,1497
2023/04,5129,014,ＦＩＸＥＲ,1890
2023/04,5131,014,リンカーズ,268
2023/04,5132,014,ｐｌｕｓｚｅｒｏ,5640
2023/04,5133,012,テリロジーホールディングス,320
2023/04,5134,014,ＰＯＰＥＲ,633
2023/04,5136,014,ｔｒｉｐｌａ,2729
2023/04,5137,014,スマートドライブ,2292
2023/04,5138,014,Ｒｅｂａｓｅ,963
2023/04,5139,014,オープンワーク,6170
2023/04,5142,011,アキレス,1446
2023/04,5161,012,西川ゴム工業,1205
2023/04,5162,012,朝日ラバー,600
2023/04,5184,012,ニチリン,2352
2023/04,5185,011,フコク,1060
2023/04,5186,011,ニッタ,3085
2023/04,5187,012,クリエートメディック,909
2023/04,5189,012,桜ゴム,4010
2023/04,5191,011,住友理工,722
2023/04,5192,011,三ツ星ベルト,3885
2023/04,5193,,東洋平成ポリマー,
2023/04,5194,012,相模ゴム工業,848
2023/04,5195,011,バンドー化学,1087
2023/04,5196,,鬼怒川ゴム工業,
2023/04,5199,012,不二ラテックス,1925
2023/04,5201,011,ＡＧＣ,5050
2023/04,5202,011,日本板硝子,653
2023/04,5204,012,石塚硝子,1544
2023/04,5205,,日本無機,
2023/04,5208,011,有沢製作所,1249
2023/04,5210,012,日本山村硝子,713
2023/04,5211,,佐々木硝子,
2023/04,5212,012,不二硝子,1108
2023/04,5213,,東芝セラミックス,
2023/04,5214,011,日本電気硝子,2589
2023/04,5215,,ＡＧＣテクノグラス,
2023/04,5216,012,倉元製作所,134
2023/04,5217,012,テクノクオーツ,3985
2023/04,5218,012,オハラ,1149
2023/04,5231,,日本セメント,
2023/04,5232,011,住友大阪セメント,3810
2023/04,5233,011,太平洋セメント,2430
2023/04,5234,,デイ・シイ,
2023/04,5235,,大阪セメント,
2023/04,5236,,秩父セメント,
2023/04,5237,012,ノザワ,717
2023/04,5238,,三菱鉱業セメント,
2023/04,5240,014,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏ,1300
2023/04,5242,014,アイズ,2890
2023/04,5243,014,ｎｏｔｅ,549
2023/04,5244,014,ｊｉｇ．ｊｐ,347
2023/04,5246,014,ＥＬＥＭＥＮＴＳ,1101
2023/04,5247,014,ＢＴＭ,3520
2023/04,5248,014,テクノロジーズ,1730
2023/04,5250,012,プライム・ストラテジー,2519
2023/04,5252,014,日本ナレッジ,2276
2023/04,5253,014,カバー,1584
2023/04,5254,014,Ａｒｅｎｔ,4070
2023/04,5255,014,モンスターラボホールディングス,1052
2023/04,5256,014,Ｆｕｓｉｃ,3530
2023/04,5257,012,ノバシステム,2196
2023/04,5258,014,トランザクション・メディア・ネ,1267
2023/04,5259,014,ＢＢＤイニシアティブ,865
2023/04,5261,011,リソルホールディングス,4850
2023/04,5262,011,日本ヒューム,788
2023/04,5263,,大同コンクリート工業,
2023/04,5266,,テイヒュー,
2023/04,5267,,ハネックス,
2023/04,5268,012,旭コンクリート工業,683
2023/04,5269,011,日本コンクリート工業,258
2023/04,5271,012,トーヨーアサノ,1550
2023/04,5272,,浅野スレート,
2023/04,5273,012,三谷セキサン,4790
2023/04,5276,,ＩＨＩ建材工業,
2023/04,5277,012,スパンクリートコーポレーション,226
2023/04,5279,012,日本興業,785
2023/04,5280,012,ヨシコン,1100
2023/04,5282,012,ジオスター,310
2023/04,5283,012,高見沢,2488
2023/04,5284,012,ヤマウホールディングス,1012
2023/04,5285,012,ヤマックス,451
2023/04,5287,012,イトーヨーギョー,668
2023/04,5288,011,アジアパイルホールディングス,737
2023/04,5289,,ゼニス羽田ホールディングス,
2023/04,5290,012,ベルテクスコーポレーション,1364
2023/04,5301,011,東海カーボン,1228
2023/04,5302,011,日本カーボン,4160
2023/04,5303,,協和カーボン,
2023/04,5304,012,ＳＥＣカーボン,8930
2023/04,5305,,東洋カーボン,
2023/04,5310,011,東洋炭素,3930
2023/04,5331,011,ノリタケカンパニーリミテド,4660
2023/04,5332,011,ＴＯＴＯ,4645
2023/04,5333,011,日本ガイシ,1700
2023/04,5334,011,日本特殊陶業,2834
2023/04,5336,,ＩＮＡＸ,
2023/04,5337,012,ダントーホールディングス,651
2023/04,5341,012,アサヒ衛陶,600
2023/04,5344,011,ＭＡＲＵＷＡ,17250
2023/04,5345,,ＮＴＫセラテック,
2023/04,5351,011,品川リフラクトリーズ,4665
2023/04,5352,011,黒崎播磨,6150
2023/04,5355,012,日本ルツボ,537
2023/04,5357,011,ヨータイ,1451
2023/04,5358,,イソライト工業,
2023/04,5361,,東海高熱工業,
2023/04,5363,012,ＴＹＫ,341
2023/04,5367,011,ニッカトー,631
2023/04,5368,012,日本インシュレーション,814
2023/04,5380,012,新東,1411
2023/04,5381,012,Ｍｉｐｏｘ,551
2023/04,5384,011,フジミインコーポレーテッド,7010
2023/04,5386,012,鶴弥,381
2023/04,5387,,チヨダウーテ,
2023/04,5388,012,クニミネ工業,940
2023/04,5389,,日本レヂボン,
2023/04,5390,,宇部マテリアルズ,
2023/04,5391,012,エーアンドエーマテリアル,906
2023/04,5393,011,ニチアス,2736
2023/04,5395,012,理研コランダム,2410
2023/04,5398,,日本研紙,
2023/04,5401,011,日本製鉄,2893
2023/04,5403,,ＪＦＥスチール,
2023/04,5404,,ＪＦＥエンジニアリング,
2023/04,5405,,住友金属工業,
2023/04,5406,011,神戸製鋼所,1007
2023/04,5407,,日新製鋼,
2023/04,5408,011,中山製鋼所,873
2023/04,5410,011,合同製鉄,3050
2023/04,5411,011,ＪＦＥホールディングス,1602
2023/04,5413,,日鉄日新製鋼,
2023/04,5422,,吾嬬製鋼所,
2023/04,5423,011,東京製鉄,1361
2023/04,5426,,東伸製鋼,
2023/04,5440,011,共英製鋼,1829
2023/04,5443,,東洋製鋼,
2023/04,5444,011,大和工業,5320
2023/04,5445,011,東京鉄鋼,1848
2023/04,5446,012,北越メタル,1577
2023/04,5447,,トーア・スチール,
2023/04,5449,012,大阪製鉄,1305
2023/04,5451,011,淀川製鋼所,2839
2023/04,5453,,東洋鋼鈑,
2023/04,5454,,日鉄鋼板,
2023/04,5457,,日鉄溶接鋼管マネジメント,
2023/04,5458,012,高砂鉄工,834
2023/04,5461,011,中部鋼鈑,2079
2023/04,5462,,日鉄鋼管,
2023/04,5463,011,丸一鋼管,3065
2023/04,5464,012,モリ工業,3610
2023/04,5471,011,大同特殊鋼,5210
2023/04,5476,012,日本高周波鋼業,363
2023/04,5478,,日本ステンレス,
2023/04,5479,,日本金属工業,
2023/04,5480,011,日本冶金工業,3935
2023/04,5481,011,山陽特殊製鋼,2393
2023/04,5482,011,愛知製鋼,2711
2023/04,5484,012,東北特殊鋼,1784
2023/04,5486,,プロテリアル,
2023/04,5491,011,日本金属,935
2023/04,5527,014,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏ,1738
2023/04,5541,011,大平洋金属,1883
2023/04,5542,012,新報国マテリアル,1175
2023/04,5544,,ヤハギ,
2023/04,5562,,日本重化学工業,
2023/04,5563,011,新日本電工,345
2023/04,5566,,中央電気工業,
2023/04,5570,014,ジェノバ,1286
2023/04,5571,012,エキサイトホールディングス,1289
2023/04,5572,014,Ｒｉｄｇｅ－ｉ,3605
2023/04,5602,011,栗本鉄工所,2011
2023/04,5603,012,虹技,1048
2023/04,5605,,アイメタルテクノロジー,
2023/04,5606,,旭テック,
2023/04,5608,,川金ビジネスマネジメント,
2023/04,5609,012,日本鋳造,913
2023/04,5610,012,大和重工,796
2023/04,5612,012,日本鋳鉄管,1040
2023/04,5614,,川金ホールディングス,
2023/04,5631,011,日本製鋼所,2457
2023/04,5632,011,三菱製鋼,1138
2023/04,5633,,関東特殊製鋼,
2023/04,5641,,ＴＤＦ,
2023/04,5644,012,メタルアート,2835
2023/04,5655,,ジェイ－ワイテックス,
2023/04,5657,,日鉄ＳＧワイヤ,
2023/04,5658,012,日亜鋼業,313
2023/04,5659,011,日本精線,4530
2023/04,5660,012,神鋼鋼線工業,1067
2023/04,5690,,リバーホールディングス,
2023/04,5691,,東京シヤリング,
2023/04,5695,012,パウダーテック,2213
2023/04,5697,012,サンユウ,631
2023/04,5698,011,エンビプロ・ホールディングス,594
2023/04,5699,012,イボキン,1267
2023/04,5701,,日本軽金属,
2023/04,5702,011,大紀アルミニウム工業所,1388
2023/04,5703,011,日本軽金属ホールディングス,1421
2023/04,5704,014,ＪＭＣ,626
2023/04,5706,011,三井金属鉱業,3230
2023/04,5707,011,東邦亜鉛,1849
2023/04,5711,011,三菱マテリアル,2220
2023/04,5713,011,住友金属鉱山,5009
2023/04,5714,011,ＤＯＷＡホールディングス,4430
2023/04,5715,011,古河機械金属,1340
2023/04,5716,,日鉱金属,
2023/04,5721,012,エス・サイエンス,25
2023/04,5724,012,アサカ理研,1421
2023/04,5725,,住友シチックス,
2023/04,5726,011,大阪チタニウムテクノロジーズ,2871
2023/04,5727,011,東邦チタニウム,2018
2023/04,5728,,アライドマテリアル,
2023/04,5729,012,日本精鉱,3040
2023/04,5734,,昭和アルミニウム,
2023/04,5737,,東洋アルミニウム,
2023/04,5738,,住友軽金属工業,
2023/04,5739,,ＵＡＣＪ製箔,
2023/04,5741,011,ＵＡＣＪ,2699
2023/04,5742,012,エヌアイシ・オートテック,820
2023/04,5753,012,日本伸銅,2051
2023/04,5757,011,ＣＫサンエツ,4300
2023/04,5759,014,日本電解,1668
2023/04,5771,,三菱伸銅,
2023/04,5781,012,東邦金属,1565
2023/04,5801,011,古河電気工業,2477
2023/04,5802,011,住友電気工業,1724
2023/04,5803,011,フジクラ,920
2023/04,5804,,三菱電線工業,
2023/04,5805,011,ＳＷＣＣ,1757
2023/04,5807,,東京特殊電線,
2023/04,5808,,理研電線,
2023/04,5809,011,タツタ電線,715
2023/04,5810,,第一電工,
2023/04,5812,,日立電線,
2023/04,5814,,京三電線,
2023/04,5815,,沖電線,
2023/04,5816,012,オーナンバ,805
2023/04,5817,012,ＪＭＡＣＳ,513
2023/04,5819,012,カナレ電気,1390
2023/04,5820,012,三ッ星,2241
2023/04,5821,011,平河ヒューテック,1442
2023/04,5830,011,いよぎんホールディングス,792
2023/04,5831,011,しずおかフィナンシャルグループ,1021
2023/04,5832,011,ちゅうぎんフィナンシャルグルー,909
2023/04,5834,014,ＳＢＩリーシングサービス,2481
2023/04,5838,011,楽天銀行,1815
2023/04,5851,011,リョービ,1572
2023/04,5852,011,アーレスティ,567
2023/04,5853,,京都ダイカスト工業,
2023/04,5854,,川金ダイカスト工業,
2023/04,5855,,アサヒプリテック,
2023/04,5856,012,エルアイイーエイチ,60
2023/04,5857,011,アサヒホールディングス,2000
2023/04,5900,012,ダイケン,761
2023/04,5901,011,東洋製缶グループホールディング,1915
2023/04,5902,011,ホッカンホールディングス,1397
2023/04,5903,012,シンポ,1270
2023/04,5905,012,日本製缶,1306
2023/04,5906,012,エムケー精工,383
2023/04,5907,,ＪＦＥコンテイナー,
2023/04,5908,,日鉄ドラム,
2023/04,5909,012,コロナ,931
2023/04,5911,011,横河ブリッジホールディングス,2218
2023/04,5912,,ＯＳＪＢホールディングス,
2023/04,5913,,ＩＨＩインフラシステム,
2023/04,5914,,宮地鉄工所,
2023/04,5915,011,駒井ハルテック,1786
2023/04,5916,,ハルテック,
2023/04,5917,,サクラダ,
2023/04,5918,012,滝上工業,7830
2023/04,5919,,ＪＳＴ,
2023/04,5921,012,川岸工業,2785
2023/04,5922,012,那須電機鉄工,9060
2023/04,5923,012,高田機工,2620
2023/04,5924,,新日軽,
2023/04,5928,012,アルメタックス,320
2023/04,5929,011,三和ホールディングス,1482
2023/04,5930,011,文化シヤッター,1155
2023/04,5931,,川田工業,
2023/04,5932,011,三協立山,682
2023/04,5933,011,アルインコ,1027
2023/04,5935,012,元旦ビューティ工業,3570
2023/04,5936,012,東洋シヤッター,522
2023/04,5937,,東洋エクステリア,
2023/04,5938,011,ＬＩＸＩＬ,2132
2023/04,5939,012,大谷工業,6750
2023/04,5940,012,不二サッシ,67
2023/04,5941,012,中西製作所,1869
2023/04,5942,012,日本フイルコン,471
2023/04,5943,011,ノーリツ,1839
2023/04,5944,,日立粉末冶金,
2023/04,5945,012,天竜製鋸,3100
2023/04,5946,011,長府製作所,2450
2023/04,5947,011,リンナイ,3280
2023/04,5948,,ＫＤＫ,
2023/04,5949,011,ユニプレス,942
2023/04,5950,012,日本パワーファスニング,116
2023/04,5951,012,ダイニチ工業,679
2023/04,5952,012,アマテイ,130
2023/04,5955,012,ヤマシナ,66
2023/04,5956,012,トーソー,512
2023/04,5957,011,日東精工,605
2023/04,5958,012,三洋工業,1860
2023/04,5959,011,岡部,840
2023/04,5962,012,浅香工業,1428
2023/04,5963,,ＭＯＬＤＩＮＯ,
2023/04,5964,,東洋刄物,
2023/04,5965,012,フジマック,695
2023/04,5966,012,京都機械工具,2050
2023/04,5967,012,ＴＯＮＥ,1135
2023/04,5969,012,ロブテックス,1265
2023/04,5970,011,ジーテクト,1483
2023/04,5971,012,共和工業所,4260
2023/04,5972,,日本建鉄,
2023/04,5973,012,トーアミ,513
2023/04,5974,012,中国工業,668
2023/04,5975,011,東プレ,1369
2023/04,5976,011,ネツレン,720
2023/04,5977,,ＳＵＭＣＯ　ＴＥＣＨＸＩＶ,
2023/04,5981,011,東京製綱,1155
2023/04,5982,012,マルゼン,2126
2023/04,5983,012,イワブチ,5620
2023/04,5984,012,兼房,716
2023/04,5985,011,サンコール,583
2023/04,5986,012,モリテック　スチール,291
2023/04,5987,012,オーネックス,900
2023/04,5988,011,パイオラックス,2010
2023/04,5989,011,エイチワン,669
2023/04,5990,012,スーパーツール,1947
2023/04,5991,011,ニッパツ,1002
2023/04,5992,011,中央発条,722
2023/04,5994,012,ファインシンター,1021
2023/04,5996,,新立川航空機,
2023/04,5997,012,協立エアテック,511
2023/04,5998,012,アドバネクス,1027
2023/04,5999,012,イハラサイエンス,2977
2023/04,6005,011,三浦工業,3610
2023/04,6011,,新潟鉄工所,
2023/04,6013,011,タクマ,1416
2023/04,6016,012,ジャパンエンジンコーポレーショ,1990
2023/04,6018,012,阪神内燃機工業,1612
2023/04,6021,,マキタ沼津,
2023/04,6022,012,赤阪鉄工所,2025
2023/04,6023,012,ダイハツディーゼル,632
2023/04,6026,014,ＧＭＯ　ＴＥＣＨ,2940
2023/04,6027,014,弁護士ドットコム,2603
2023/04,6028,011,テクノプロ・ホールディングス,3700
2023/04,6029,012,アトラグループ,183
2023/04,6030,014,アドベンチャー,10110
2023/04,6031,014,サイジニア,817
2023/04,6032,012,インターワークス,355
2023/04,6033,014,エクストリーム,1345
2023/04,6034,014,ＭＲＴ,1221
2023/04,6035,011,アイ・アールジャパンホールディ,2127
2023/04,6036,011,ＫｅｅＰｅｒ技研,5030
2023/04,6037,012,ファーストロジック,850
2023/04,6038,014,イード,853
2023/04,6039,014,日本動物高度医療センター,1805
2023/04,6040,014,日本スキー場開発,940
2023/04,6041,,ボッシュ,
2023/04,6042,012,ニッキ,1891
2023/04,6044,012,三機サービス,1130
2023/04,6045,014,レントラックス,766
2023/04,6046,014,リンクバル,247
2023/04,6047,011,Ｇｕｎｏｓｙ,605
2023/04,6048,012,デザインワン・ジャパン,185
2023/04,6049,014,イトクロ,288
2023/04,6050,011,イー・ガーディアン,2190
2023/04,6053,,栄光ホールディングス,
2023/04,6054,011,リブセンス,271
2023/04,6055,011,ジャパンマテリアル,2031
2023/04,6058,011,ベクトル,1279
2023/04,6059,012,ウチヤマホールディングス,274
2023/04,6060,012,こころネット,1080
2023/04,6061,012,ユニバーサル園芸社,3075
2023/04,6062,011,チャーム・ケア・コーポレーショ,1079
2023/04,6063,012,日本エマージェンシーアシスタン,933
2023/04,6064,,アクトコール,
2023/04,6065,,ライクキッズ,
2023/04,6067,014,インパクトホールディングス,4485
2023/04,6069,014,トレンダーズ,1345
2023/04,6070,011,キャリアリンク,2199
2023/04,6071,011,ＩＢＪ,647
2023/04,6072,014,地盤ネットホールディングス,133
2023/04,6073,011,アサンテ,1659
2023/04,6074,012,ジェイエスエス,570
2023/04,6075,,フォトクリエイト,
2023/04,6077,,Ｎ・フィールド,
2023/04,6078,011,バリューＨＲ,1509
2023/04,6079,,エナリス,
2023/04,6080,011,Ｍ＆Ａキャピタルパートナーズ,3835
2023/04,6081,014,アライドアーキテクツ,656
2023/04,6082,011,ライドオンエクスプレスホールデ,1080
2023/04,6083,012,ＥＲＩホールディングス,1385
2023/04,6084,,オウチーノ,
2023/04,6085,014,アーキテクツ・スタジオ・ジャパ,510
2023/04,6086,014,シンメンテホールディングス,1292
2023/04,6087,011,アビスト,3030
2023/04,6088,011,シグマクシス・ホールディングス,1064
2023/04,6089,011,ウィルグループ,1062
2023/04,6090,014,ヒューマン・メタボローム・テク,700
2023/04,6091,012,ウエスコホールディングス,489
2023/04,6092,014,エンバイオ・ホールディングス,717
2023/04,6093,011,エスクロー・エージェント・ジャ,143
2023/04,6094,014,フリークアウト・ホールディング,1580
2023/04,6095,011,メドピア,1101
2023/04,6096,011,レアジョブ,1444
2023/04,6097,,日本ビューホテル,
2023/04,6098,011,リクルートホールディングス,3824
2023/04,6099,011,エラン,1014
2023/04,6101,011,ツガミ,1404
2023/04,6102,,池貝,
2023/04,6103,011,オークマ,6010
2023/04,6104,011,芝浦機械,3150
2023/04,6106,,日立精機,
2023/04,6107,,アマダマシニックス,
2023/04,6108,,アマダワシノ,
2023/04,6112,,小島鉄工所,
2023/04,6113,011,アマダ,1264
2023/04,6114,,住倉工業,
2023/04,6115,,昌運工作所,
2023/04,6118,011,アイダエンジニアリング,854
2023/04,6119,,ゼィープラス・マネジメント,
2023/04,6121,012,ＴＡＫＩＳＡＷＡ,1338
2023/04,6125,012,岡本工作機械製作所,4890
2023/04,6130,,コマツＮＴＣ,
2023/04,6131,012,浜井産業,979
2023/04,6134,011,ＦＵＪＩ,2272
2023/04,6135,011,牧野フライス製作所,4950
2023/04,6136,011,オーエスジー,1903
2023/04,6137,012,小池酸素工業,2391
2023/04,6138,012,ダイジェット工業,853
2023/04,6139,,タンガロイ,
2023/04,6140,011,旭ダイヤモンド工業,905
2023/04,6141,011,ＤＭＧ森精機,2170
2023/04,6143,011,ソディック,749
2023/04,6144,012,西部電機,1605
2023/04,6145,012,ＮＩＴＴＯＫＵ,2611
2023/04,6146,011,ディスコ,15410
2023/04,6147,012,ヤマザキ,330
2023/04,6149,012,小田原エンジニアリング,1649
2023/04,6150,012,タケダ機械,2752
2023/04,6151,011,日東工器,2009
2023/04,6155,012,高松機械工業,579
2023/04,6156,012,エーワン精密,1989
2023/04,6157,011,日進工具,1129
2023/04,6158,012,和井田製作所,1021
2023/04,6159,012,ミクロン精密,1343
2023/04,6161,012,エスティック,916
2023/04,6162,,シチズンマシナリー,
2023/04,6164,012,太陽工機,1211
2023/04,6165,011,パンチ工業,525
2023/04,6166,014,中村超硬,601
2023/04,6167,011,冨士ダイス,738
2023/04,6171,011,土木管理総合試験所,338
2023/04,6172,014,メタップス,886
2023/04,6173,014,アクアライン,593
2023/04,6175,,ネットマーケティング,
2023/04,6176,014,ブランジスタ,450
2023/04,6177,014,ＡｐｐＢａｎｋ,129
2023/04,6178,011,日本郵政,1118
2023/04,6180,014,ＧＭＯメディア,2142
2023/04,6181,014,タメニー,134
2023/04,6182,014,メタリアル,1345
2023/04,6183,011,ベルシステム２４ホールディング,1394
2023/04,6184,011,鎌倉新書,929
2023/04,6185,011,ＳＭＮ,463
2023/04,6186,012,一蔵,614
2023/04,6187,,ＬＩＴＡＬＩＣＯパートナーズ,
2023/04,6188,012,富士ソフトサービスビューロ,399
2023/04,6189,011,グローバルキッズＣＯＭＰＡＮＹ,764
2023/04,6190,014,フェニックスバイオ,569
2023/04,6191,011,エアトリ,2723
2023/04,6192,014,ハイアス・アンド・カンパニー,108
2023/04,6193,014,バーチャレクス・ホールディング,1403
2023/04,6194,011,アトラエ,819
2023/04,6195,014,ホープ,324
2023/04,6196,011,ストライク,3625
2023/04,6197,011,ソラスト,631
2023/04,6198,014,キャリア,329
2023/04,6199,011,セラク,1593
2023/04,6200,011,インソース,1242
2023/04,6201,011,豊田自動織機,7850
2023/04,6203,011,豊和工業,841
2023/04,6204,,キリウ,
2023/04,6205,,ニデックオーケーケー,
2023/04,6206,,豊田工機,
2023/04,6208,012,石川製作所,1397
2023/04,6210,011,東洋機械金属,639
2023/04,6211,,倉敷機械,
2023/04,6212,,ティーエスコーポレーション,
2023/04,6213,,オーエム製作所,
2023/04,6214,,大隈豊和機械,
2023/04,6217,012,津田駒工業,498
2023/04,6218,011,エンシュウ,675
2023/04,6221,,ＴＨＫインテックス,
2023/04,6222,011,島精機製作所,1849
2023/04,6226,012,守谷輸送機工業,968
2023/04,6227,012,ＡＩメカテック,1445
2023/04,6229,012,オーケーエム,1201
2023/04,6230,012,ＳＡＮＥＩ,2830
2023/04,6231,012,木村工機,2116
2023/04,6232,014,ＡＣＳＬ,1127
2023/04,6233,012,極東産機,563
2023/04,6235,011,オプトラン,2059
2023/04,6236,012,ＮＣホールディングス,1793
2023/04,6237,011,イワキ,1303
2023/04,6238,011,フリュー,1158
2023/04,6239,012,ナガオカ,735
2023/04,6240,011,ヤマシンフィルタ,338
2023/04,6242,,日本スピンドル製造,
2023/04,6245,012,ヒラノテクシード,2197
2023/04,6246,012,テクノスマート,1575
2023/04,6247,011,日阪製作所,910
2023/04,6248,012,横田製作所,1100
2023/04,6249,012,ゲームカード・ジョイコホールデ,4040
2023/04,6250,011,やまびこ,1341
2023/04,6252,,ＴＡＩＹＯ,
2023/04,6253,,エフオーアイ,
2023/04,6254,011,野村マイクロ・サイエンス,4190
2023/04,6255,014,エヌ・ピー・シー,583
2023/04,6257,012,藤商事,1504
2023/04,6258,011,平田機工,6760
2023/04,6262,011,ＰＥＧＡＳＵＳ,620
2023/04,6264,011,マルマエ,1593
2023/04,6265,012,コンバム,2040
2023/04,6266,011,タツモ,1814
2023/04,6267,012,ゼネラルパッカー,2705
2023/04,6268,011,ナブテスコ,3260
2023/04,6269,011,三井海洋開発,1465
2023/04,6271,,ニッセイ,
2023/04,6272,011,レオン自動機,1300
2023/04,6273,011,ＳＭＣ,67750
2023/04,6274,,ヤマハロボティクスホールディン,
2023/04,6276,012,シリウスビジョン,343
2023/04,6277,011,ホソカワミクロン,2938
2023/04,6278,011,ユニオンツール,3245
2023/04,6279,012,瑞光,1077
2023/04,6282,011,オイレス工業,1715
2023/04,6284,011,日精エー・エス・ビー機械,4240
2023/04,6286,012,静甲,674
2023/04,6287,011,サトーホールディングス,2293
2023/04,6289,011,技研製作所,2131
2023/04,6291,011,日本エアーテック,1105
2023/04,6292,012,カワタ,874
2023/04,6293,011,日精樹脂工業,1015
2023/04,6294,011,オカダアイヨン,1792
2023/04,6297,012,鉱研工業,443
2023/04,6298,011,ワイエイシイホールディングス,2782
2023/04,6299,,神鋼環境ソリューション,
2023/04,6300,,アピックヤマダ,
2023/04,6301,011,コマツ,3344
2023/04,6302,011,住友重機械工業,3270
2023/04,6303,,ササクラ,
2023/04,6305,011,日立建機,3330
2023/04,6306,011,日工,646
2023/04,6307,012,サンセイ,373
2023/04,6309,011,巴工業,2435
2023/04,6310,011,井関農機,1197
2023/04,6311,,セイレイ工業,
2023/04,6312,012,フロイント産業,641
2023/04,6313,,共立,
2023/04,6315,011,ＴＯＷＡ,2031
2023/04,6316,012,丸山製作所,1896
2023/04,6317,011,北川鉄工所,1118
2023/04,6319,012,シンニッタン,246
2023/04,6320,,新ダイワ工業,
2023/04,6321,,ＩＨＩ運搬機械,
2023/04,6322,012,タクミナ,1241
2023/04,6323,011,ローツェ,10020
2023/04,6324,012,ハーモニック・ドライブ,4135
2023/04,6325,012,タカキタ,452
2023/04,6326,011,クボタ,2048
