期間,株式コード,上場コード,銘柄名称,取引所
2023/04,5605,,アイメタルテクノロジー,
2023/04,5606,,旭テック,
2023/04,5607,32,中央可鍛工業,3
2023/04,5608,,川金ビジネスマネジメント,
2023/04,5609,12,日本鋳造,1
2023/04,5610,12,大和重工,1
2023/04,5612,12,日本鋳鉄管,1
2023/04,5613,,日本カタン,
2023/04,5614,,川金ホールディングス,
2023/04,5631,11,日本製鋼所,1
2023/04,5632,11,三菱製鋼,1
2023/04,5633,,関東特殊製鋼,
2023/04,5641,,ＴＤＦ,
2023/04,5642,,日本鍛工,
2023/04,5644,12,メタルアート,1
2023/04,5645,,イチタン,
2023/04,5655,,ジェイ－ワイテックス,
2023/04,5657,,日鉄ＳＧワイヤ,
2023/04,5658,12,日亜鋼業,1
2023/04,5659,11,日本精線,1
2023/04,5660,12,神鋼鋼線工業,1
2023/04,5661,,ブリヂストンメタルファ,
2023/04,5690,,リバーホールディングス,
2023/04,5691,,東京シヤリング,
2023/04,5694,,大和鋼帯,
2023/04,5695,12,パウダーテック,1
2023/04,5696,,ＪＦＥ鋼板,
2023/04,5697,12,サンユウ,1
2023/04,5698,11,エンビプロ・ホールディングス,1
2023/04,5699,12,イボキン,1
2023/04,5701,,日本軽金属,
2023/04,5702,11,大紀アルミニウム工業所,1
2023/04,5703,11,日本軽金属ホールディングス,1
2023/04,5704,14,ＪＭＣ,1
2023/04,5706,11,三井金属鉱業,1
2023/04,5707,11,東邦亜鉛,1
2023/04,5711,11,三菱マテリアル,1
2023/04,5713,11,住友金属鉱山,1
2023/04,5714,11,ＤＯＷＡホールディングス,1
2023/04,5715,11,古河機械金属,1
2023/04,5716,,日鉱金属,
2023/04,5721,12,エス・サイエンス,1
2023/04,5724,12,アサカ理研,1
2023/04,5725,,住友シチックス,
2023/04,5726,11,大阪チタニウムテクノロジーズ,1
2023/04,5727,11,東邦チタニウム,1
2023/04,5728,,アライドマテリアル,
2023/04,5729,12,日本精鉱,1
2023/04,5734,,昭和アルミニウム,
2023/04,5737,,東洋アルミニウム,
2023/04,5738,,住友軽金属工業,
2023/04,5739,,ＵＡＣＪ製箔,
2023/04,5740,,不二ライトメタル,
2023/04,5741,11,ＵＡＣＪ,1
2023/04,5742,12,エヌアイシ・オートテック,1
2023/04,5752,,日東金属工業,
2023/04,5753,12,日本伸銅,1
2023/04,5756,,東海アルミ箔,
2023/04,5757,11,ＣＫサンエツ,1
2023/04,5758,,ＦＣＭ,
2023/04,5759,14,日本電解,1
2023/04,5771,,三菱伸銅,
2023/04,5781,12,東邦金属,1
2023/04,5801,11,古河電気工業,1
2023/04,5802,11,住友電気工業,1
2023/04,5803,11,フジクラ,1
2023/04,5804,,三菱電線工業,
2023/04,5805,11,ＳＷＣＣ,1
2023/04,5807,,東京特殊電線,
2023/04,5808,,理研電線,
2023/04,5809,11,タツタ電線,1
2023/04,5810,,第一電工,
2023/04,5811,,住友電工オプティフロンティア,
2023/04,5812,,日立電線,
2023/04,5813,,日立マグネットワイヤ,
2023/04,5814,,京三電線,
2023/04,5815,,沖電線,
2023/04,5816,12,オーナンバ,1
2023/04,5817,12,ＪＭＡＣＳ,1
2023/04,5818,,東日京三電線,
2023/04,5819,12,カナレ電気,1
2023/04,5820,12,三ッ星,1
2023/04,5821,11,平河ヒューテック,1
2023/04,5830,11,いよぎんホールディングス,1
2023/04,5831,11,しずおかフィナンシャルグループ,1
2023/04,5832,11,ちゅうぎんフィナンシャルグルー,1
2023/04,5834,14,ＳＢＩリーシングサービス,1
2023/04,5836,32,エージェント・インシュアランス,3
2023/04,5838,11,楽天銀行,1
2023/04,5851,11,リョービ,1
2023/04,5852,11,アーレスティ,1
2023/04,5853,,京都ダイカスト工業,
2023/04,5854,,川金ダイカスト工業,
2023/04,5855,,アサヒプリテック,
2023/04,5856,12,エルアイイーエイチ,1
2023/04,5857,11,アサヒホールディングス,1
2023/04,5858,15,ＳＴＧ,1
2023/04,5880,,アルキャン・アルミニウム,
2023/04,5881,15,サンフェステ,1
2023/04,5883,15,ＧＴホールディングス,1
2023/04,5900,12,ダイケン,1
2023/04,5901,11,東洋製缶グループホールディング,1
2023/04,5902,11,ホッカンホールディングス,1
2023/04,5903,12,シンポ,1
2023/04,5904,,ＣＳＩジャパン,
2023/04,5905,12,日本製缶,1
2023/04,5906,12,エムケー精工,1
2023/04,5907,,ＪＦＥコンテイナー,
2023/04,5908,,日鉄ドラム,
2023/04,5909,12,コロナ,1
2023/04,5910,,立山アルミニウム工業,
2023/04,5911,11,横河ブリッジホールディングス,1
2023/04,5912,,ＯＳＪＢホールディングス,
2023/04,5913,,ＩＨＩインフラシステム,
2023/04,5914,,宮地鉄工所,
2023/04,5915,11,駒井ハルテック,1
2023/04,5916,,ハルテック,
2023/04,5917,,サクラダ,
2023/04,5918,12,滝上工業,1
2023/04,5919,,ＪＳＴ,
2023/04,5920,,鈴木シャッター,
2023/04,5921,12,川岸工業,1
2023/04,5922,12,那須電機鉄工,1
2023/04,5923,12,高田機工,1
2023/04,5924,,新日軽,
2023/04,5925,,酒井鉄工所,
2023/04,5926,,安治川鉄工,
2023/04,5927,,ホリー,
2023/04,5928,12,アルメタックス,1
2023/04,5929,11,三和ホールディングス,1
2023/04,5930,11,文化シヤッター,1
2023/04,5931,,川田工業,
2023/04,5932,11,三協立山,1
2023/04,5933,11,アルインコ,1
2023/04,5934,,日本アルミ,
2023/04,5935,12,元旦ビューティ工業,1
2023/04,5936,12,東洋シヤッター,1
2023/04,5937,,東洋エクステリア,
2023/04,5938,11,ＬＩＸＩＬ,1
2023/04,5939,12,大谷工業,1
2023/04,5940,12,不二サッシ,1
2023/04,5941,12,中西製作所,1
2023/04,5942,12,日本フイルコン,1
2023/04,5943,11,ノーリツ,1
2023/04,5944,,日立粉末冶金,
2023/04,5945,12,天竜製鋸,1
2023/04,5946,11,長府製作所,1
2023/04,5947,11,リンナイ,1
2023/04,5948,,ＫＤＫ,
2023/04,5949,11,ユニプレス,1
2023/04,5950,12,日本パワーファスニング,1
2023/04,5951,12,ダイニチ工業,1
2023/04,5952,12,アマテイ,1
2023/04,5953,60,昭和鉄工,6
2023/04,5954,,トープラ,
2023/04,5955,12,ヤマシナ,1
2023/04,5956,12,トーソー,1
2023/04,5957,11,日東精工,1
2023/04,5958,12,三洋工業,1
2023/04,5959,11,岡部,1
2023/04,5961,,トーカロ,
2023/04,5962,12,浅香工業,1
2023/04,5963,,ＭＯＬＤＩＮＯ,
2023/04,5964,,東洋刄物,
2023/04,5965,12,フジマック,1
2023/04,5966,12,京都機械工具,1
2023/04,5967,12,ＴＯＮＥ,1
2023/04,5968,,東邦工機,
2023/04,5969,12,ロブテックス,1
2023/04,5970,11,ジーテクト,1
2023/04,5971,12,共和工業所,1
2023/04,5972,,日本建鉄,
2023/04,5973,12,トーアミ,1
2023/04,5974,12,中国工業,1
2023/04,5975,11,東プレ,1
2023/04,5976,11,ネツレン,1
2023/04,5977,,ＳＵＭＣＯ　ＴＥＣＨＸＩＶ,
2023/04,5979,32,カネソウ,3
2023/04,5980,,田中亜鉛鍍金,
2023/04,5981,11,東京製綱,1
2023/04,5982,12,マルゼン,1
2023/04,5983,12,イワブチ,1
2023/04,5984,12,兼房,1
2023/04,5985,11,サンコール,1
2023/04,5986,12,モリテック　スチール,1
2023/04,5987,12,オーネックス,1
2023/04,5988,11,パイオラックス,1
2023/04,5989,11,エイチワン,1
2023/04,5990,12,スーパーツール,1
2023/04,5991,11,ニッパツ,1
2023/04,5992,11,中央発条,1
2023/04,5993,32,知多鋼業,3
2023/04,5994,12,ファインシンター,1
2023/04,5995,,日本科学冶金,
2023/04,5996,,新立川航空機,
2023/04,5997,12,協立エアテック,1
2023/04,5998,12,アドバネクス,1
2023/04,5999,12,イハラサイエンス,1
2023/04,6005,11,三浦工業,1
2023/04,6011,,新潟鉄工所,
2023/04,6013,11,タクマ,1
2023/04,6016,12,ジャパンエンジンコーポレーショ,1
2023/04,6018,12,阪神内燃機工業,1
2023/04,6019,,富士ディーゼル,
2023/04,6020,,神鋼造機,
2023/04,6021,,マキタ沼津,
2023/04,6022,12,赤阪鉄工所,1
2023/04,6023,12,ダイハツディーゼル,1
2023/04,6025,33,日本ＰＣサービス,3
2023/04,6026,14,ＧＭＯ　ＴＥＣＨ,1
2023/04,6027,14,弁護士ドットコム,1
2023/04,6028,11,テクノプロ・ホールディングス,1
2023/04,6029,12,アトラグループ,1
2023/04,6030,14,アドベンチャー,1
2023/04,6031,14,サイジニア,1
2023/04,6032,12,インターワークス,1
2023/04,6033,14,エクストリーム,1
2023/04,6034,14,ＭＲＴ,1
2023/04,6035,11,アイ・アールジャパンホールディ,1
2023/04,6036,11,ＫｅｅＰｅｒ技研,1
2023/04,6037,12,ファーストロジック,1
2023/04,6038,14,イード,1
2023/04,6039,14,日本動物高度医療センター,1
2023/04,6040,14,日本スキー場開発,1
2023/04,6041,,ボッシュ,
2023/04,6042,12,ニッキ,1
2023/04,6044,12,三機サービス,1
2023/04,6045,14,レントラックス,1
2023/04,6046,14,リンクバル,1
2023/04,6047,11,Ｇｕｎｏｓｙ,1
2023/04,6048,12,デザインワン・ジャパン,1
2023/04,6049,14,イトクロ,1
2023/04,6050,11,イー・ガーディアン,1
2023/04,6051,,アイ・アールジャパン,
2023/04,6052,,ＥＰ綜合,
2023/04,6053,,栄光ホールディングス,
2023/04,6054,11,リブセンス,1
2023/04,6055,11,ジャパンマテリアル,1
2023/04,6058,11,ベクトル,1
2023/04,6059,12,ウチヤマホールディングス,1
2023/04,6060,12,こころネット,1
2023/04,6061,12,ユニバーサル園芸社,1
2023/04,6062,11,チャーム・ケア・コーポレーショ,1
2023/04,6063,12,日本エマージェンシーアシスタン,1
2023/04,6064,,アクトコール,
2023/04,6065,,ライクキッズ,
2023/04,6066,,新東京グループ,
2023/04,6067,14,インパクトホールディングス,1
2023/04,6068,,Ｐ＆Ｐホールディングス,
2023/04,6069,14,トレンダーズ,1
2023/04,6070,11,キャリアリンク,1
2023/04,6071,11,ＩＢＪ,1
2023/04,6072,14,地盤ネットホールディングス,1
2023/04,6073,11,アサンテ,1
2023/04,6074,12,ジェイエスエス,1
2023/04,6075,,フォトクリエイト,
2023/04,6076,60,アメイズ,6
2023/04,6077,,Ｎ・フィールド,
2023/04,6078,11,バリューＨＲ,1
2023/04,6079,,エナリス,
2023/04,6080,11,Ｍ＆Ａキャピタルパートナーズ,1
2023/04,6081,14,アライドアーキテクツ,1
2023/04,6082,11,ライドオンエクスプレスホールデ,1
2023/04,6083,12,ＥＲＩホールディングス,1
2023/04,6084,,オウチーノ,
2023/04,6085,14,アーキテクツ・スタジオ・ジャパ,1
2023/04,6086,14,シンメンテホールディングス,1
2023/04,6087,11,アビスト,1
2023/04,6088,11,シグマクシス・ホールディングス,1
2023/04,6089,11,ウィルグループ,1
2023/04,6090,14,ヒューマン・メタボローム・テク,1
2023/04,6091,12,ウエスコホールディングス,1
2023/04,6092,14,エンバイオ・ホールディングス,1
2023/04,6093,11,エスクロー・エージェント・ジャ,1
2023/04,6094,14,フリークアウト・ホールディング,1
2023/04,6095,11,メドピア,1
2023/04,6096,11,レアジョブ,1
2023/04,6097,,日本ビューホテル,
2023/04,6098,11,リクルートホールディングス,1
2023/04,6099,11,エラン,1
2023/04,6101,11,ツガミ,1
2023/04,6102,,池貝,
2023/04,6103,11,オークマ,1
2023/04,6104,11,芝浦機械,1
2023/04,6106,,日立精機,
2023/04,6107,,アマダマシニックス,
2023/04,6108,,アマダワシノ,
2023/04,6111,32,旭精機工業,3
2023/04,6112,,小島鉄工所,
2023/04,6113,11,アマダ,1
2023/04,6114,,住倉工業,
2023/04,6115,,昌運工作所,
2023/04,6118,11,アイダエンジニアリング,1
2023/04,6119,,ゼィープラス・マネジメント,
2023/04,6121,12,ＴＡＫＩＳＡＷＡ,1
2023/04,6122,,若山精密工業,
2023/04,6123,,魚津製作所,
2023/04,6125,12,岡本工作機械製作所,1
2023/04,6126,,大阪ダイヤモンド工業,
2023/04,6129,,朝比奈機械,
2023/04,6130,,コマツＮＴＣ,
2023/04,6131,12,浜井産業,1
2023/04,6132,,ミタチ電機,
2023/04,6134,11,ＦＵＪＩ,1
2023/04,6135,11,牧野フライス製作所,1
2023/04,6136,11,オーエスジー,1
2023/04,6137,12,小池酸素工業,1
2023/04,6138,12,ダイジェット工業,1
2023/04,6139,,タンガロイ,
2023/04,6140,11,旭ダイヤモンド工業,1
2023/04,6141,11,ＤＭＧ森精機,1
2023/04,6142,32,富士精工,3
2023/04,6143,11,ソディック,1
2023/04,6144,12,西部電機,1
2023/04,6145,12,ＮＩＴＴＯＫＵ,1
2023/04,6146,11,ディスコ,1
2023/04,6147,12,ヤマザキ,1
2023/04,6148,,ＵＨＴ,
2023/04,6149,12,小田原エンジニアリング,1
2023/04,6150,12,タケダ機械,1
2023/04,6151,11,日東工器,1
2023/04,6155,12,高松機械工業,1
2023/04,6156,12,エーワン精密,1
2023/04,6157,11,日進工具,1
2023/04,6158,12,和井田製作所,1
2023/04,6159,12,ミクロン精密,1
2023/04,6160,,ソディックハイテック,
2023/04,6161,12,エスティック,1
2023/04,6162,,シチズンマシナリー,
2023/04,6163,,エイチアンドエフ,
2023/04,6164,12,太陽工機,1
2023/04,6165,11,パンチ工業,1
2023/04,6166,14,中村超硬,1
2023/04,6167,11,冨士ダイス,1
2023/04,6168,15,オージックグループ,1
2023/04,6171,11,土木管理総合試験所,1
2023/04,6172,14,メタップス,1
2023/04,6173,14,アクアライン,1
2023/04,6174,15,デンタス,1
2023/04,6175,,ネットマーケティング,
2023/04,6176,14,ブランジスタ,1
2023/04,6177,14,ＡｐｐＢａｎｋ,1
2023/04,6178,11,日本郵政,1
2023/04,6179,,リゾーツ琉球,
2023/04,6180,14,ＧＭＯメディア,1
2023/04,6181,14,タメニー,1
2023/04,6182,14,メタリアル,1
2023/04,6183,11,ベルシステム２４ホールディング,1
2023/04,6184,11,鎌倉新書,1
2023/04,6185,11,ＳＭＮ,1
2023/04,6186,12,一蔵,1
2023/04,6187,,ＬＩＴＡＬＩＣＯパートナーズ,
2023/04,6188,12,富士ソフトサービスビューロ,1
2023/04,6189,11,グローバルキッズＣＯＭＰＡＮＹ,1
2023/04,6190,14,フェニックスバイオ,1
2023/04,6191,11,エアトリ,1
2023/04,6192,14,ハイアス・アンド・カンパニー,1
2023/04,6193,14,バーチャレクス・ホールディング,1
2023/04,6194,11,アトラエ,1
2023/04,6195,14,ホープ,1
2023/04,6196,11,ストライク,1
2023/04,6197,11,ソラスト,1
2023/04,6198,14,キャリア,1
2023/04,6199,11,セラク,1
2023/04,6200,11,インソース,1
2023/04,6201,11,豊田自動織機,1
2023/04,6203,11,豊和工業,1
2023/04,6204,,キリウ,
2023/04,6205,,ニデックオーケーケー,
2023/04,6206,,豊田工機,
2023/04,6208,12,石川製作所,1
2023/04,6210,11,東洋機械金属,1
2023/04,6211,,倉敷機械,
2023/04,6212,,ティーエスコーポレーション,
2023/04,6213,,オーエム製作所,
2023/04,6214,,大隈豊和機械,
2023/04,6216,,寿工業,
2023/04,6217,12,津田駒工業,1
2023/04,6218,11,エンシュウ,1
2023/04,6221,,ＴＨＫインテックス,
2023/04,6222,11,島精機製作所,1
2023/04,6225,32,エコム,3
2023/04,6226,12,守谷輸送機工業,1
2023/04,6227,12,ＡＩメカテック,1
2023/04,6228,15,ジェイ・イー・ティ,1
2023/04,6229,12,オーケーエム,1
2023/04,6230,12,ＳＡＮＥＩ,1
2023/04,6231,12,木村工機,1
2023/04,6232,14,ＡＣＳＬ,1
2023/04,6233,12,極東産機,1
2023/04,6235,11,オプトラン,1
2023/04,6236,12,ＮＣホールディングス,1
2023/04,6237,11,イワキ,1
2023/04,6238,11,フリュー,1
2023/04,6239,12,ナガオカ,1
2023/04,6240,11,ヤマシンフィルタ,1
2023/04,6242,,日本スピンドル製造,
2023/04,6245,12,ヒラノテクシード,1
2023/04,6246,12,テクノスマート,1
2023/04,6247,11,日阪製作所,1
2023/04,6248,12,横田製作所,1
2023/04,6249,12,ゲームカード・ジョイコホールデ,1
2023/04,6250,11,やまびこ,1
2023/04,6252,,ＴＡＩＹＯ,
2023/04,6253,,エフオーアイ,
2023/04,6254,11,野村マイクロ・サイエンス,1
2023/04,6255,14,エヌ・ピー・シー,1
2023/04,6256,,ニューフレアテクノロジー,
2023/04,6257,12,藤商事,1
2023/04,6258,11,平田機工,1
2023/04,6259,,萩原エンジニアリング,
2023/04,6260,,アドテックエンジニアリング,
2023/04,6261,,日本ゲームカード,
2023/04,6262,11,ＰＥＧＡＳＵＳ,1
2023/04,6263,,プロデュース,
2023/04,6264,11,マルマエ,1
2023/04,6265,12,コンバム,1
2023/04,6266,11,タツモ,1
2023/04,6267,12,ゼネラルパッカー,1
2023/04,6268,11,ナブテスコ,1
2023/04,6269,11,三井海洋開発,1
2023/04,6270,,光洋機械産業,
2023/04,6271,,ニッセイ,
2023/04,6272,11,レオン自動機,1
2023/04,6273,11,ＳＭＣ,1
2023/04,6274,,ヤマハロボティクスホールディン,
2023/04,6275,,イセキ開発工機,
2023/04,6276,12,シリウスビジョン,1
2023/04,6277,11,ホソカワミクロン,1
2023/04,6278,11,ユニオンツール,1
2023/04,6279,12,瑞光,1
2023/04,6280,,名機製作所,
2023/04,6281,,前田製作所,
2023/04,6282,11,オイレス工業,1
2023/04,6283,,アマダプレスシステム,
2023/04,6284,11,日精エー・エス・ビー機械,1
2023/04,6285,,ハニックス工業,
2023/04,6286,12,静甲,1
2023/04,6287,11,サトーホールディングス,1
2023/04,6288,,ハマダ印刷機械,
2023/04,6289,11,技研製作所,1
2023/04,6290,,エス・イー・エス,
2023/04,6291,11,日本エアーテック,1
2023/04,6292,12,カワタ,1
2023/04,6293,11,日精樹脂工業,1
2023/04,6294,11,オカダアイヨン,1
2023/04,6295,32,富士変速機,3
2023/04,6296,,ロキテクノ,
2023/04,6297,12,鉱研工業,1
2023/04,6298,11,ワイエイシイホールディングス,1
2023/04,6299,,神鋼環境ソリューション,
2023/04,6300,,アピックヤマダ,
2023/04,6301,11,コマツ,1
2023/04,6302,11,住友重機械工業,1
2023/04,6303,,ササクラ,
2023/04,6304,,マキ製作所,
2023/04,6305,11,日立建機,1
2023/04,6306,11,日工,1
2023/04,6307,12,サンセイ,1
2023/04,6308,,日本起重機製作所,
2023/04,6309,11,巴工業,1
2023/04,6310,11,井関農機,1
2023/04,6311,,セイレイ工業,
2023/04,6312,12,フロイント産業,1
2023/04,6313,,共立,
2023/04,6314,,ＲＥＡＬＩＺＥ,
2023/04,6315,11,ＴＯＷＡ,1
2023/04,6316,12,丸山製作所,1
2023/04,6317,11,北川鉄工所,1
2023/04,6318,,コムソン社,
2023/04,6319,12,シンニッタン,1
2023/04,6320,,新ダイワ工業,
2023/04,6321,,ＩＨＩ運搬機械,
2023/04,6322,12,タクミナ,1
2023/04,6323,11,ローツェ,1
2023/04,6324,12,ハーモニック・ドライブ,1
2023/04,6325,12,タカキタ,1
2023/04,6326,11,クボタ,1
2023/04,6327,12,北川精機,1
2023/04,6328,11,荏原実業,1
2023/04,6329,,エイチイーシー,
2023/04,6330,11,東洋エンジニアリング,1
2023/04,6331,11,三菱化工機,1
2023/04,6332,11,月島ホールディングス,1
2023/04,6333,11,帝国電機製作所,1
2023/04,6334,12,明治機械,1
2023/04,6335,12,東京機械製作所,1
2023/04,6336,12,石井表記,1
2023/04,6337,12,テセック,1
2023/04,6338,12,タカトリ,1
2023/04,6339,11,新東工業,1
2023/04,6340,11,渋谷工業,1
2023/04,6341,,日立造船富岡機械,
2023/04,6342,12,太平製作所,1
2023/04,6343,12,フリージア・マクロス,1
2023/04,6344,,キヤノンマシナリー,
2023/04,6345,11,アイチコーポレーション,1
2023/04,6346,12,キクカワエンタープライズ,1
2023/04,6347,12,プラコー,1
2023/04,6348,,日本マリンテクノ,
2023/04,6349,11,小森コーポレーション,1
2023/04,6350,,新日本造機,
2023/04,6351,11,鶴見製作所,1
2023/04,6352,,トーヨーコーケン,
2023/04,6353,,中島製作所,
2023/04,6354,,日立機電工業,
2023/04,6355,,住友精密工業,
2023/04,6356,12,日本ギア工業,1
2023/04,6357,12,三精テクノロジーズ,1
2023/04,6358,11,酒井重工業,1
2023/04,6359,,粟村製作所,
2023/04,6360,12,東京自働機械製作所,1
2023/04,6361,11,荏原,1
2023/04,6362,12,石井鉄工所,1
2023/04,6363,11,酉島製作所,1
2023/04,6364,11,北越工業,1
2023/04,6365,12,電業社機械製作所,1
2023/04,6366,12,千代田化工建設,1
2023/04,6367,11,ダイキン工業,1
2023/04,6368,11,オルガノ,1
2023/04,6369,11,トーヨーカネツ,1
2023/04,6370,11,栗田工業,1
2023/04,6371,11,椿本チエイン,1
2023/04,6372,,住友重機械ギヤボックス,
2023/04,6373,12,大同工業,1
2023/04,6374,,ロジスネクストユニキャリア,
2023/04,6375,,日本コンベヤ,
2023/04,6376,11,日機装,1
2023/04,6377,,甲陽建設工業,
2023/04,6378,12,木村化工機,1
2023/04,6379,11,レイズネクスト,1
2023/04,6380,12,オリエンタルチエン工業,1
2023/04,6381,11,アネスト岩田,1
2023/04,6382,12,トリニティ工業,1
2023/04,6383,11,ダイフク,1
2023/04,6384,12,昭和真空,1
2023/04,6385,,東精エンジニアリング,
2023/04,6386,,扶桑レクセル,
2023/04,6387,11,サムコ,1
2023/04,6388,,ミサワバン,
2023/04,6389,,ボッシュ・レックスロス,
2023/04,6390,11,加藤製作所,1
2023/04,6391,12,加地テック,1
2023/04,6392,12,ヤマダコーポレーション,1
2023/04,6393,12,油研工業,1
2023/04,6394,,大江工業,
2023/04,6395,11,タダノ,1
2023/04,6396,12,宇野沢組鉄工所,1
2023/04,6397,,郷鉄工所,
2023/04,6398,,ニデックドライブテクノロジー,
2023/04,6399,,島崎製作所,
2023/04,6400,12,不二精機,1
2023/04,6401,,ソディックプラステック,
2023/04,6402,12,兼松エンジニアリング,1
2023/04,6403,12,水道機工,1
2023/04,6405,12,鈴茂器工,1
2023/04,6406,11,フジテック,1
2023/04,6407,11,ＣＫＤ,1
2023/04,6408,12,小倉クラッチ,1
2023/04,6409,,キトー,
2023/04,6411,12,中野冷機,1
2023/04,6412,11,平和,1
2023/04,6413,11,理想科学工業,1
2023/04,6414,,川重冷熱工業,
2023/04,6415,,ニスカ,
2023/04,6416,12,桂川電機,1
2023/04,6417,11,ＳＡＮＫＹＯ,1
2023/04,6418,11,日本金銭機械,1
2023/04,6419,11,マースグループホールディングス,1
2023/04,6420,11,フクシマガリレイ,1
2023/04,6421,,キヤノンファインテックニスカ,
2023/04,6422,,キヤノン化成,
2023/04,6423,,コナミアミューズメント,
2023/04,6424,12,高見沢サイバネティックス,1
2023/04,6425,12,ユニバーサルエンターテインメン,1
2023/04,6426,,サミー,
2023/04,6427,,東北リコー,
2023/04,6428,11,オーイズミ,1
2023/04,6429,,タイヨーエレック,
2023/04,6430,11,ダイコク電機,1
2023/04,6431,,キヤノンセミコンダクターエクィ,
2023/04,6432,11,竹内製作所,1
2023/04,6433,12,ヒーハイスト,1
2023/04,6436,11,アマノ,1
2023/04,6437,,三条機械製作所,
2023/04,6439,32,中日本鋳工,3
2023/04,6440,11,ＪＵＫＩ,1
2023/04,6441,,田尻機械工業,
2023/04,6442,,コピア,
2023/04,6443,,東洋製作所,
2023/04,6444,11,サンデン,1
2023/04,6445,11,ジャノメ,1
2023/04,6448,11,ブラザー工業,1
2023/04,6449,,ニッポー,
2023/04,6453,,シルバー精工,
2023/04,6454,11,マックス,1
2023/04,6455,11,モリタホールディングス,1
2023/04,6457,11,グローリー,1
2023/04,6458,11,新晃工業,1
2023/04,6459,11,大和冷機工業,1
2023/04,6460,11,セガサミーホールディングス,1
2023/04,6461,11,日本ピストンリング,1
2023/04,6462,11,リケン,1
2023/04,6463,11,ＴＰＲ,1
2023/04,6464,11,ツバキ・ナカシマ,1
2023/04,6465,11,ホシザキ,1
2023/04,6466,12,ＴＶＥ,1
2023/04,6467,12,ニチダイ,1
2023/04,6468,,駿河生産プラットフォーム,
2023/04,6469,12,放電精密加工研究所,1
2023/04,6470,11,大豊工業,1
2023/04,6471,11,日本精工,1
2023/04,6472,11,ＮＴＮ,1
2023/04,6473,11,ジェイテクト,1
2023/04,6474,11,不二越,1
2023/04,6475,,天辻鋼球製作所,
2023/04,6476,,富士テクニカ宮津,
2023/04,6477,,ツバキ・ナカシマ,
2023/04,6478,,ダイベア,
2023/04,6479,11,ミネベアミツミ,1
2023/04,6480,11,日本トムソン,1
2023/04,6481,11,ＴＨＫ,1
2023/04,6482,11,ユーシン精機,1
2023/04,6483,,エア・ウォーター防災,
2023/04,6484,12,ＫＶＫ,1
2023/04,6485,11,前沢給装工業,1
2023/04,6486,11,イーグル工業,1
2023/04,6487,,エスバンス,
2023/04,6488,12,ヨシタケ,1
2023/04,6489,12,前沢工業,1
2023/04,6490,11,日本ピラー工業,1
2023/04,6491,,東亜バルブエンジニアリング,
2023/04,6492,12,岡野バルブ製造,1
2023/04,6493,12,ＮＩＴＴＡＮ,1
2023/04,6494,12,ＮＦＫホールディングス,1
2023/04,6495,12,宮入バルブ製作所,1
2023/04,6496,12,中北製作所,1
2023/04,6497,12,ハマイ,1
2023/04,6498,11,キッツ,1
2023/04,6499,,大隈エンジニアリング,
2023/04,6501,11,日立製作所,1
2023/04,6502,11,東芝,1
2023/04,6503,11,三菱電機,1
2023/04,6504,11,富士電機,1
2023/04,6505,12,東洋電機製造,1
2023/04,6506,11,安川電機,1
2023/04,6507,11,シンフォニア　テクノロジー,1
2023/04,6508,11,明電舎,1
2023/04,6510,,日本電気精器,
2023/04,6513,12,オリジン,1
2023/04,6516,11,山洋電気,1
2023/04,6517,11,デンヨー,1
2023/04,6518,12,三相電機,1
2023/04,6519,,エネサーブ,
2023/04,6521,14,オキサイド,1
2023/04,6522,14,アスタリスク,1
2023/04,6523,11,ＰＨＣホールディングス,1
2023/04,6524,12,湖北工業,1
2023/04,6526,11,ソシオネクスト,1
2023/04,6531,,リファインバース,
2023/04,6532,11,ベイカレント・コンサルティング,1
2023/04,6533,11,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉ,1
2023/04,6534,,Ｄ．Ａ．コンソーシアムホールデ,
2023/04,6535,11,アイモバイル,1
2023/04,6537,14,ＷＡＳＨハウス,1
2023/04,6538,11,キャリアインデックス,1
2023/04,6539,11,ＭＳ－Ｊａｐａｎ,1
2023/04,6540,12,船場,1
2023/04,6541,,グレイステクノロジー,
2023/04,6542,12,ＦＣホールディングス,1
2023/04,6543,12,日宣,1
2023/04,6544,11,ジャパンエレベーターサービスホ,1
2023/04,6545,14,インターネットインフィニティー,1
2023/04,6546,12,フルテック,1
2023/04,6547,12,グリーンズ,1
2023/04,6548,14,旅工房,1
2023/04,6549,12,ディーエムソリューションズ,1
2023/04,6550,14,Ｕｎｉｐｏｓ,1
2023/04,6551,12,ツナググループ・ホールディング,1
2023/04,6552,12,ＧａｍｅＷｉｔｈ,1
2023/04,6553,,ソウルドアウト,
2023/04,6554,14,エスユーエス,1
2023/04,6555,12,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,1
2023/04,6556,11,ウェルビー,1
2023/04,6557,14,ＡＩＡＩグループ,1
2023/04,6558,14,クックビズ,1
2023/04,6560,11,エル・ティー・エス,1
2023/04,6561,14,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,1
2023/04,6562,14,ジーニー,1
2023/04,6563,14,みらいワークス,1
2023/04,6564,11,ミダックホールディングス,1
2023/04,6565,12,ＡＢホテル,1
2023/04,6566,12,要興業,1
2023/04,6567,14,ＳＥＲＩＯホールディングス,1
2023/04,6568,14,神戸天然物化学,1
