期間,株式コード,上場コード,銘柄名称,取引所
2023/04,3903,11,ｇｕｍｉ,1
2023/04,3904,14,カヤック,1
2023/04,3905,14,データセクション,1
2023/04,3906,,ＡＬＢＥＲＴ,
2023/04,3907,14,シリコンスタジオ,1
2023/04,3908,14,コラボス,1
2023/04,3909,12,ショーケース,1
2023/04,3910,12,エムケイシステム,1
2023/04,3911,14,Ａｉｍｉｎｇ,1
2023/04,3912,11,モバイルファクトリー,1
2023/04,3913,14,ｓＭｅｄｉｏ,1
2023/04,3914,14,ＪＩＧ－ＳＡＷ,1
2023/04,3915,11,テラスカイ,1
2023/04,3916,11,デジタル・インフォメーション・,1
2023/04,3917,14,アイリッジ,1
2023/04,3918,11,ＰＣＩホールディングス,1
2023/04,3919,,パイプドＨＤ,
2023/04,3920,12,アイビーシー,1
2023/04,3921,11,ネオジャパン,1
2023/04,3922,11,ＰＲ　ＴＩＭＥＳ,1
2023/04,3923,11,ラクス,1
2023/04,3924,11,ランドコンピュータ,1
2023/04,3925,11,ダブルスタンダード,1
2023/04,3926,11,オープンドア,1
2023/04,3927,14,フーバーブレイン,1
2023/04,3928,11,マイネット,1
2023/04,3929,14,ソーシャルワイヤー,1
2023/04,3930,14,はてな,1
2023/04,3931,14,バリューゴルフ,1
2023/04,3932,11,アカツキ,1
2023/04,3933,12,チエル,1
2023/04,3934,11,ベネフィットジャパン,1
2023/04,3935,14,エディア,1
2023/04,3936,14,グローバルウェイ,1
2023/04,3937,11,Ｕｂｉｃｏｍホールディングス,1
2023/04,3938,,Ａホールディングス,
2023/04,3939,11,カナミックネットワーク,1
2023/04,3940,11,ノムラシステムコーポレーション,1
2023/04,3941,11,レンゴー,1
2023/04,3942,,千代田紙業,
2023/04,3943,12,大石産業,1
2023/04,3944,12,古林紙工,1
2023/04,3945,12,スーパーバッグ,1
2023/04,3946,11,トーモク,1
2023/04,3947,12,ダイナパック,1
2023/04,3948,12,光ビジネスフォーム,1
2023/04,3949,,日本ハイパック,
2023/04,3950,11,ザ・パック,1
2023/04,3951,12,朝日印刷,1
2023/04,3952,32,中央紙器工業,3
2023/04,3953,12,大村紙業,1
2023/04,3954,12,昭和パックス,1
2023/04,3955,12,イムラ,1
2023/04,3956,,国際チャート,
2023/04,3960,,バリューデザイン,
2023/04,3961,14,シルバーエッグ・テクノロジー,1
2023/04,3962,11,チェンジホールディングス,1
2023/04,3963,11,シンクロ・フード,1
2023/04,3964,11,オークネット,1
2023/04,3965,12,キャピタル・アセット・プランニ,1
2023/04,3966,,ユーザベース,
2023/04,3967,14,エルテス,1
2023/04,3968,11,セグエグループ,1
2023/04,3969,12,エイトレッド,1
2023/04,3970,14,イノベーション,1
2023/04,3971,,三井化学東セロ,
2023/04,3974,12,ＳＣＡＴ,1
2023/04,3975,,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇ,
2023/04,3976,14,シャノン,1
2023/04,3977,81,フュージョン,8
2023/04,3978,11,マクロミル,1
2023/04,3979,14,うるる,1
2023/04,3980,,スコット・ペーパー,
2023/04,3981,11,ビーグリー,1
2023/04,3983,11,オロ,1
2023/04,3984,11,ユーザーローカル,1
2023/04,3985,11,テモナ,1
2023/04,3986,14,ビーブレイクシステムズ,1
2023/04,3987,14,エコモット,1
2023/04,3988,12,ＳＹＳホールディングス,1
2023/04,3989,14,シェアリングテクノロジー,1
2023/04,3990,14,ＵＵＵＭ,1
2023/04,3991,14,ウォンテッドリー,1
2023/04,3992,11,ニーズウェル,1
2023/04,3993,12,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇ,1
2023/04,3994,11,マネーフォワード,1
2023/04,3995,14,ＳＫＩＹＡＫＩ,1
2023/04,3996,11,サインポスト,1
2023/04,3997,12,トレードワークス,1
2023/04,3998,14,すららネット,1
2023/04,3999,,ナレッジスイート,
2023/04,4001,,三井東圧化学,
2023/04,4002,,日東化学工業,
2023/04,4003,,コープケミカル,
2023/04,4004,11,レゾナック・ホールディングス,1
2023/04,4005,11,住友化学,1
2023/04,4006,,チッソ,
2023/04,4007,,日本化成,
2023/04,4008,11,住友精化,1
2023/04,4010,,三菱化学,
2023/04,4011,14,ヘッドウォータース,1
2023/04,4012,12,アクシス,1
2023/04,4013,14,勤次郎,1
2023/04,4014,14,カラダノート,1
2023/04,4015,14,アララ,1
2023/04,4016,12,ＭＩＴホールディングス,1
2023/04,4017,14,クリーマ,1
2023/04,4018,61,Ｇｅｏｌｏｃａｔｉｏｎ　Ｔｅｃ,6
2023/04,4019,14,スタメン,1
2023/04,4020,14,ビートレンド,1
2023/04,4021,11,日産化学,1
2023/04,4022,11,ラサ工業,1
2023/04,4023,11,クレハ,1
2023/04,4025,11,多木化学,1
2023/04,4026,12,神島化学工業,1
2023/04,4027,11,テイカ,1
2023/04,4028,11,石原産業,1
2023/04,4031,12,片倉コープアグリ,1
2023/04,4032,,住商アグリビジネス,
2023/04,4033,,日東リアルエステート,
2023/04,4040,12,南海化学,1
2023/04,4041,11,日本曹達,1
2023/04,4042,11,東ソー,1
2023/04,4043,11,トクヤマ,1
2023/04,4044,11,セントラル硝子,1
2023/04,4045,11,東亜合成,1
2023/04,4046,11,大阪ソーダ,1
2023/04,4047,11,関東電化工業,1
2023/04,4050,,鶴見曹達,
2023/04,4051,14,ＧＭＯフィナンシャルゲート,1
2023/04,4052,14,フィーチャ,1
2023/04,4053,11,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,1
2023/04,4054,14,日本情報クリエイト,1
2023/04,4055,14,ティアンドエス,1
2023/04,4056,14,ニューラルポケット,1
2023/04,4057,14,インターファクトリー,1
2023/04,4058,14,トヨクモ,1
2023/04,4059,12,まぐまぐ,1
2023/04,4060,14,ｒａｋｕｍｏ,1
2023/04,4061,11,デンカ,1
2023/04,4062,11,イビデン,1
2023/04,4063,11,信越化学工業,1
2023/04,4064,11,日本カーバイド工業,1
2023/04,4065,,キッコーマンソイフーズ,
2023/04,4068,14,ベイシス,1
2023/04,4069,14,ＢｌｕｅＭｅｍｅ,1
2023/04,4071,14,プラスアルファ・コンサルティン,1
2023/04,4072,11,電算システムホールディングス,1
2023/04,4073,14,ジィ・シィ企画,1
2023/04,4074,14,ラキール,1
2023/04,4075,14,ブレインズテクノロジー,1
2023/04,4076,14,シイエヌエス,1
2023/04,4077,,富士チタン工業,
2023/04,4078,11,堺化学工業,1
2023/04,4079,,ハクスイテック,
2023/04,4080,12,田中化学研究所,1
2023/04,4082,11,第一稀元素化学工業,1
2023/04,4086,,日本エア・リキード,
2023/04,4087,,大同酸素,
2023/04,4088,11,エア・ウォーター,1
2023/04,4089,,ジャパン・エア・ガシズ,
2023/04,4090,,東洋酸素,
2023/04,4091,11,日本酸素ホールディングス,1
2023/04,4092,11,日本化学工業,1
2023/04,4093,11,東邦アセチレン,1
2023/04,4094,12,日本化学産業,1
2023/04,4095,11,日本パーカライジング,1
2023/04,4096,,レゾナック・ガスプロダクツ,
2023/04,4097,11,高圧ガス工業,1
2023/04,4098,11,チタン工業,1
2023/04,4099,11,四国化成ホールディングス,1
2023/04,4100,11,戸田工業,1
2023/04,4101,,日興酸素,
2023/04,4102,12,丸尾カルシウム,1
2023/04,4103,,大陽東洋酸素,
2023/04,4104,,タテホ化学工業,
2023/04,4105,,メルテックス,
2023/04,4106,,エヌ・イー　ケムキャット,
2023/04,4107,12,伊勢化学工業,1
2023/04,4108,,共同酸素,
2023/04,4109,11,ステラ　ケミファ,1
2023/04,4112,11,保土谷化学工業,1
2023/04,4113,12,田岡化学工業,1
2023/04,4114,11,日本触媒,1
2023/04,4115,,本州化学工業,
2023/04,4116,11,大日精化工業,1
2023/04,4117,,川崎化成工業,
2023/04,4118,11,カネカ,1
2023/04,4119,12,日本ピグメント,1
2023/04,4120,12,スガイ化学工業,1
2023/04,4123,,山本化成,
2023/04,4124,12,大阪油化工業,1
2023/04,4125,12,三和油化工業,1
2023/04,4151,11,協和キリン,1
2023/04,4165,14,プレイド,1
2023/04,4166,14,かっこ,1
2023/04,4167,14,ココペリ,1
2023/04,4168,14,ヤプリ,1
2023/04,4169,14,ＥＮＥＣＨＡＮＧＥ,1
2023/04,4170,14,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,1
2023/04,4171,12,グローバルインフォメーション,1
2023/04,4172,12,東和ハイシステム,1
2023/04,4173,14,ＷＡＣＵＬ,1
2023/04,4174,12,アピリッツ,1
2023/04,4175,14,ｃｏｌｙ,1
2023/04,4176,14,ココナラ,1
2023/04,4177,14,ｉ－ｐｌｕｇ,1
2023/04,4178,14,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔ,1
2023/04,4179,14,ジーネクスト,1
2023/04,4180,11,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1
2023/04,4182,11,三菱瓦斯化学,1
2023/04,4183,11,三井化学,1
2023/04,4184,,三菱油化,
2023/04,4185,11,ＪＳＲ,1
2023/04,4186,11,東京応化工業,1
2023/04,4187,11,大阪有機化学工業,1
2023/04,4188,11,三菱ケミカルグループ,1
2023/04,4189,11,ＫＨネオケム,1
2023/04,4192,14,スパイダープラス,1
2023/04,4193,12,ファブリカコミュニケーションズ,1
2023/04,4194,14,ビジョナル,1
2023/04,4196,12,ネオマーケティング,1
2023/04,4197,15,アスマーク,1
2023/04,4198,12,テンダ,1
2023/04,4199,14,ワンダープラネット,1
2023/04,4200,12,ＨＣＳホールディングス,1
2023/04,4201,,日本合成化学工業,
2023/04,4202,11,ダイセル,1
2023/04,4203,11,住友ベークライト,1
2023/04,4204,11,積水化学工業,1
2023/04,4205,11,日本ゼオン,1
2023/04,4206,11,アイカ工業,1
2023/04,4208,11,ＵＢＥ,1
2023/04,4209,,フドー,
2023/04,4210,,東洋化学,
2023/04,4212,11,積水樹脂,1
2023/04,4213,,三菱樹脂,
2023/04,4214,,昭和高分子,
2023/04,4215,11,タキロンシーアイ,1
2023/04,4216,11,旭有機材,1
2023/04,4217,,レゾナック,
2023/04,4218,11,ニチバン,1
2023/04,4219,,プラス・テク,
2023/04,4220,11,リケンテクノス,1
2023/04,4221,11,大倉工業,1
2023/04,4222,12,児玉化学工業,1
2023/04,4223,,太平化学製品,
2023/04,4224,12,ロンシール工業,1
2023/04,4225,,筒中プラスチック工業,
2023/04,4226,,テスコ,
2023/04,4227,,グンゼ高分子,
2023/04,4228,11,積水化成品工業,1
2023/04,4229,11,群栄化学工業,1
2023/04,4230,,ミサワセラミックケミカル,
2023/04,4231,12,タイガースポリマー,1
2023/04,4232,,京セラケミカル,
2023/04,4233,,プリヴェ企業再生グループ,
2023/04,4234,12,サンエー化研,1
2023/04,4235,12,ウルトラファブリックス・ホール,1
2023/04,4236,,未来,
2023/04,4237,12,フジプレアム,1
2023/04,4238,12,ミライアル,1
2023/04,4239,,ポラテクノ,
2023/04,4240,14,クラスターテクノロジー,1
2023/04,4241,12,アテクト,1
2023/04,4242,12,タカギセイコー,1
2023/04,4243,12,ニックス,1
2023/04,4244,,東山フイルム,
2023/04,4245,11,ダイキアクシス,1
2023/04,4246,11,ダイキョーニシカワ,1
2023/04,4247,12,ポバール興業,1
2023/04,4248,11,竹本容器,1
2023/04,4249,11,森六ホールディングス,1
2023/04,4250,61,フロンティア,6
2023/04,4251,11,恵和,1
2023/04,4255,14,ＴＨＥＣＯＯ,1
2023/04,4256,14,サインド,1
2023/04,4257,15,エヴィクサー,1
2023/04,4258,14,網屋,1
2023/04,4259,14,エクサウィザーズ,1
2023/04,4260,14,ハイブリッドテクノロジーズ,1
2023/04,4261,14,アジアクエスト,1
2023/04,4262,14,ニフティライフスタイル,1
2023/04,4263,14,サスメド,1
2023/04,4264,14,セキュア,1
2023/04,4265,14,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ,1
2023/04,4267,14,ライトワークス,1
2023/04,4268,14,エッジテクノロジー,1
2023/04,4270,14,ＢｅｅＸ,1
2023/04,4271,,日本カーリット,
2023/04,4272,11,日本化薬,1
2023/04,4274,12,細谷火工,1
2023/04,4275,11,カーリットホールディングス,1
2023/04,4280,,ギャガ,
2023/04,4281,,デジタル・アドバタイジング・コ,
2023/04,4282,,ＥＰＳホールディングス,
2023/04,4283,,パナソニック　インフォメーショ,
2023/04,4284,11,ソルクシーズ,1
2023/04,4286,11,ＣＬホールディングス,1
2023/04,4287,12,ジャストプランニング,1
2023/04,4288,12,アズジェント,1
2023/04,4289,,ビジネストラスト,
2023/04,4290,11,プレステージ・インターナショナ,1
2023/04,4291,,ＪＩＥＣ,
2023/04,4292,,日本タイムシェア,
2023/04,4293,12,セプテーニ・ホールディングス,1
2023/04,4294,,メガチップスシステムソリューシ,
2023/04,4295,11,フェイス,1
2023/04,4296,,ゼンテック・テクノロジー・ジャ,
2023/04,4297,,インターネット　セキュリティ,
2023/04,4298,11,プロトコーポレーション,1
2023/04,4299,11,ハイマックス,1
2023/04,4300,,ジグノシステムジャパン,
2023/04,4301,11,アミューズ,1
2023/04,4302,,オープンインタフェース,
2023/04,4303,,ＣＳＫコミュニケーションズ,
2023/04,4304,12,Ｅストアー,1
2023/04,4305,,アイ・エム・ジェイ,
2023/04,4306,,バックスグループ,
2023/04,4307,11,野村総合研究所,1
2023/04,4308,14,Ｊストリーム,1
2023/04,4309,,スパイア,
2023/04,4310,11,ドリームインキュベータ,1
2023/04,4311,,ディースリー・パブリッシャー,
2023/04,4312,12,サイバネットシステム,1
2023/04,4313,,アイ・エックス・アイ,
2023/04,4314,,ＤＡホールディングス,
2023/04,4315,,日清医療食品,
2023/04,4316,14,ビーマップ,1
2023/04,4317,12,レイ,1
2023/04,4318,11,クイック,1
2023/04,4319,12,ＴＡＣ,1
2023/04,4320,11,ＣＥホールディングス,1
2023/04,4321,,ケネディクス,
2023/04,4322,,キヤノンエスキースシステム,
2023/04,4323,11,日本システム技術,1
2023/04,4324,11,電通グループ,1
2023/04,4325,,バンダイナムコミュージックライ,
2023/04,4326,11,インテージホールディングス,1
2023/04,4327,12,日本エス・エイチ・エル,1
2023/04,4328,,ムービーテレビジョン,
2023/04,4329,,ワークスアプリケーションズ,
2023/04,4330,,セラーテムテクノロジー,
2023/04,4331,11,テイクアンドギヴ・ニーズ,1
2023/04,4332,,パソナ,
2023/04,4333,11,東邦システムサイエンス,1
2023/04,4334,12,ユークス,1
2023/04,4335,12,アイ・ピー・エス,1
2023/04,4336,,クリエアナブキ,
2023/04,4337,11,ぴあ,1
2023/04,4338,,コナミジャパン,
2023/04,4339,,スターキャット・ケーブルネット,
2023/04,4340,,シンプレクス・ホールディングス,
2023/04,4341,12,西菱電機,1
2023/04,4342,,セコム上信越,
2023/04,4343,11,イオンファンタジー,1
2023/04,4344,11,ソースネクスト,1
2023/04,4345,11,シーティーエス,1
2023/04,4346,11,ネクシィーズグループ,1
2023/04,4347,12,ブロードメディア,1
2023/04,4348,11,インフォコム,1
2023/04,4349,32,テスク,3
2023/04,4350,11,メディカルシステムネットワーク,1
2023/04,4351,12,山田債権回収管理総合事務所,1
2023/04,4352,,日本産業ホールディングズ,
2023/04,4355,12,ロングライフホールディング,1
2023/04,4356,12,応用技術,1
2023/04,4357,,ラ・パルレ,
2023/04,4358,,ＦＩＥＬＤ　ＭＡＮＡＧＥＭＥＮ,
2023/04,4359,,ラック,
2023/04,4360,12,マナック・ケミカル・パートナー,1
2023/04,4361,12,川口化学工業,1
2023/04,4362,11,日本精化,1
2023/04,4363,,日鉄ケミカル＆マテリアル,
2023/04,4364,,マナック,
2023/04,4365,12,松本油脂製薬,1
2023/04,4366,12,ダイトーケミックス,1
2023/04,4367,12,広栄化学,1
2023/04,4368,11,扶桑化学工業,1
2023/04,4369,11,トリケミカル研究所,1
2023/04,4370,14,モビルス,1
2023/04,4371,14,コアコンセプト・テクノロジー,1
2023/04,4372,14,ユミルリンク,1
2023/04,4373,11,シンプレクス・ホールディングス,1
2023/04,4374,14,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,1
2023/04,4375,14,セーフィー,1
2023/04,4376,14,くふうカンパニー,1
2023/04,4377,14,ワンキャリア,1
2023/04,4378,14,ＣＩＮＣ,1
2023/04,4379,14,Ｐｈｏｔｏｓｙｎｔｈ,1
2023/04,4380,14,Ｍマート,1
2023/04,4381,14,ビープラッツ,1
2023/04,4382,11,ＨＥＲＯＺ,1
2023/04,4383,,ビズライト・テクノロジー,
