期間,株式コード,上場コード,銘柄名称,終値
2022/04,7871,012,フクビ化学工業,596
2022/04,7872,012,エステールホールディングス,632
2022/04,7873,,アーク,
2022/04,7874,011,レック,875
2022/04,7875,012,竹田ｉＰホールディングス,610
2022/04,7877,012,永大化工,1637
2022/04,7878,012,光・彩,2650
2022/04,7879,012,ノダ,1244
2022/04,7882,,アロン化成,
2022/04,7883,012,サンメッセ,361
2022/04,7885,012,タカノ,793
2022/04,7886,012,ヤマト・インダストリー,710
2022/04,7887,012,南海プライウッド,5640
2022/04,7888,011,三光合成,343
2022/04,7892,,宇部エクシモ,
2022/04,7893,011,プロネクサス,1058
2022/04,7895,012,中央化学,324
2022/04,7896,012,セブン工業,529
2022/04,7897,012,ホクシン,185
2022/04,7898,012,ウッドワン,1381
2022/04,7899,012,ＭＩＣＳ化学,297
2022/04,7901,012,マツモト,2065
2022/04,7902,012,ソノコム,800
2022/04,7905,011,大建工業,2104
2022/04,7906,012,ヨネックス,853
2022/04,7908,012,ＫＩＭＯＴＯ,212
2022/04,7909,,シーアイ化成,
2022/04,7910,,段谷産業,
2022/04,7911,011,凸版印刷,2152
2022/04,7912,011,大日本印刷,2719
2022/04,7913,,図書印刷,
2022/04,7914,011,共同印刷,2695
2022/04,7915,011,ＮＩＳＳＨＡ,1379
2022/04,7916,012,光村印刷,1332
2022/04,7917,011,藤森工業,3590
2022/04,7918,011,ヴィア・ホールディングス,146
2022/04,7919,012,野崎印刷紙業,107
2022/04,7920,,三浦印刷,
2022/04,7921,011,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮ,1868
2022/04,7922,012,三光産業,317
2022/04,7923,012,トーイン,539
2022/04,7925,011,前沢化成工業,1272
2022/04,7927,012,ムトー精工,451
2022/04,7928,012,旭化学工業,685
2022/04,7930,,ソニーミュージックエンタテイン,
2022/04,7931,011,未来工業,1457
2022/04,7932,012,ニッピ,3545
2022/04,7934,,メルクス,
2022/04,7935,,コンビ,
2022/04,7936,011,アシックス,2068
2022/04,7937,012,ツツミ,1881
2022/04,7938,012,リーガルコーポレーション,1870
2022/04,7939,012,研創,450
2022/04,7940,012,ウェーブロックホールディングス,680
2022/04,7942,011,ＪＳＰ,1509
2022/04,7943,011,ニチハ,2351
2022/04,7944,011,ローランド,4480
2022/04,7945,012,コマニー,1175
2022/04,7946,012,光陽社,1133
2022/04,7947,011,エフピコ,2948
2022/04,7949,011,小松ウオール工業,1845
2022/04,7951,011,ヤマハ,5000
2022/04,7952,011,河合楽器製作所,2960
2022/04,7953,012,菊水化学工業,362
2022/04,7955,011,クリナップ,525
2022/04,7956,011,ピジョン,2217
2022/04,7957,012,フジコピアン,1667
2022/04,7958,011,天馬,2212
2022/04,7959,,オリバー,
2022/04,7960,,パラマウントベッド,
2022/04,7961,012,兼松サステック,1763
2022/04,7962,011,キングジム,915
2022/04,7963,012,興研,1765
2022/04,7964,,セガ,
2022/04,7965,011,象印マホービン,1374
2022/04,7966,011,リンテック,2420
2022/04,7967,,バンダイ,
2022/04,7968,,ＴＡＳＡＫＩ,
2022/04,7969,,タカラ,
2022/04,7970,011,信越ポリマー,1026
2022/04,7971,011,東リ,217
2022/04,7972,011,イトーキ,352
2022/04,7974,011,任天堂,59910
2022/04,7975,012,リヒトラブ,815
2022/04,7976,011,三菱鉛筆,1255
2022/04,7977,,フランスベッド,
2022/04,7979,011,松風,1611
2022/04,7980,012,重松製作所,871
2022/04,7981,011,タカラスタンダード,1301
2022/04,7982,,オート,
2022/04,7983,012,ミロク,1500
2022/04,7984,011,コクヨ,1695
2022/04,7985,012,ネポン,1256
2022/04,7986,012,日本アイ・エス・ケイ,1250
2022/04,7987,011,ナカバヤシ,493
2022/04,7988,011,ニフコ,2734
2022/04,7989,011,立川ブラインド工業,1042
2022/04,7990,011,グローブライド,2641
2022/04,7991,012,マミヤ・オーピー,741
2022/04,7992,012,セーラー万年筆,177
2022/04,7993,,サンウエーブ工業,
2022/04,7994,011,オカムラ,1198
2022/04,7995,011,バルカー,2626
2022/04,7996,,パイロット,
2022/04,7997,012,くろがね工作所,576
2022/04,7999,012,ＭＵＴＯＨホールディングス,2171
2022/04,8001,011,伊藤忠商事,3932
2022/04,8002,011,丸紅,1422.5
2022/04,8003,,トーメン,
2022/04,8004,,双日,
2022/04,8005,011,スクロール,798
2022/04,8006,012,ユアサ・フナショク,2603
2022/04,8007,011,高島,2298
2022/04,8008,011,ヨンドシーホールディングス,1686
2022/04,8009,,イトマン,
2022/04,8010,,新興産業,
2022/04,8011,011,三陽商会,845
2022/04,8012,011,長瀬産業,1864
2022/04,8013,012,ナイガイ,309
2022/04,8014,011,蝶理,1910
2022/04,8015,011,豊田通商,4695
2022/04,8016,011,オンワードホールディングス,242
2022/04,8018,012,三共生興,548
2022/04,8019,,市田,
2022/04,8020,011,兼松,1346
2022/04,8021,,レナウン,
2022/04,8022,011,ミズノ,2142
2022/04,8023,012,大興電子通信,440
2022/04,8024,,シルバーオックス,
2022/04,8025,012,ツカモトコーポレーション,1270
2022/04,8026,,立川,
2022/04,8028,,かねもり,
2022/04,8028,,ファミリーマート,
2022/04,8029,012,ルックホールディングス,1541
2022/04,8030,012,中央魚類,2861
2022/04,8031,011,三井物産,3150
2022/04,8032,011,日本紙パルプ商事,3800
2022/04,8034,,カーギルジャパン,
2022/04,8035,011,東京エレクトロン,55480
2022/04,8036,,日立ハイテク,
2022/04,8037,011,カメイ,1044
2022/04,8038,012,東都水産,4320
2022/04,8039,012,築地魚市場,2622
2022/04,8040,012,東京ソワール,815
2022/04,8041,012,ＯＵＧホールディングス,2666
2022/04,8042,,日本マタイ,
2022/04,8043,011,スターゼン,1979
2022/04,8044,,大都魚類,
2022/04,8045,012,横浜丸魚,734
2022/04,8046,012,丸藤シートパイル,1912
2022/04,8048,,シャディ,
2022/04,8050,011,セイコーグループ,2230
2022/04,8051,011,山善,962
2022/04,8052,011,椿本興業,3540
2022/04,8053,011,住友商事,2061.5
2022/04,8054,,大倉商事,
2022/04,8055,,野崎産業,
2022/04,8056,011,ＢＩＰＲＯＧＹ,3300
2022/04,8057,011,内田洋行,4910
2022/04,8058,011,三菱商事,4383
2022/04,8059,011,第一実業,3760
2022/04,8060,011,キヤノンマーケティングジャパン,2827
2022/04,8061,011,西華産業,1621
2022/04,8063,,日商岩井,
2022/04,8064,,三菱商事ＲｔＭジャパン,
2022/04,8065,011,佐藤商事,1104
2022/04,8066,012,三谷商事,1661
2022/04,8068,011,菱洋エレクトロ,2047
2022/04,8069,,加商,
2022/04,8070,011,東京産業,710
2022/04,8072,012,日本出版貿易,1415
2022/04,8074,011,ユアサ商事,2900
2022/04,8075,011,神鋼商事,3620
2022/04,8076,032,カノークス,1122
2022/04,8077,011,トルク,209
2022/04,8078,011,阪和興業,3185
2022/04,8079,011,正栄食品工業,3915
2022/04,8080,,松下電器貿易,
2022/04,8081,011,カナデン,946
2022/04,8082,,テック電子,
2022/04,8083,,サンテレホン,
2022/04,8084,011,ＲＹＯＤＥＮ,1683
2022/04,8085,012,ナラサキ産業,1748
2022/04,8086,011,ニプロ,1026
2022/04,8087,,フルサト工業,
2022/04,8088,011,岩谷産業,5190
2022/04,8089,012,ナイス,1893
2022/04,8090,,昭光通商,
2022/04,8091,011,ニチモウ,2614
2022/04,8092,,富士通Ｊａｐａｎ,
2022/04,8093,011,極東貿易,2167
2022/04,8095,011,アステナホールディングス,435
2022/04,8096,,東洋端子,
2022/04,8096,011,兼松エレクトロニクス,3880
2022/04,8097,011,三愛オブリ,950
2022/04,8098,011,稲畑産業,2127
2022/04,8099,,ユアサ産業,
2022/04,8100,,藤井,
2022/04,8101,011,ＧＳＩクレオス,1194
2022/04,8102,,日立家電,
2022/04,8103,011,明和産業,877
2022/04,8104,012,クワザワホールディングス,509
2022/04,8105,012,堀田丸正,51
2022/04,8107,012,キムラタン,23
2022/04,8108,,ヤマエ久野,
2022/04,8110,,ＪＦＥ商事,
2022/04,8111,011,ゴールドウイン,6550
2022/04,8112,,東京スタイル資産管理,
2022/04,8113,011,ユニ・チャーム,4527
2022/04,8114,011,デサント,2526
2022/04,8115,012,ムーンバット,444
2022/04,8116,,ダーバン,
2022/04,8117,012,中央自動車工業,2095
2022/04,8118,012,キング,532
2022/04,8119,012,三栄コーポレーション,1614
2022/04,8121,,興国ハウジング,
2022/04,8122,,オーエスジー販売,
2022/04,8123,012,川辺,832
2022/04,8125,011,ワキタ,1077
2022/04,8127,012,ヤマトインターナショナル,285
2022/04,8129,011,東邦ホールディングス,2113
2022/04,8130,011,サンゲツ,1559
2022/04,8131,012,ミツウロコグループホールディン,1009
2022/04,8132,011,シナネンホールディングス,3235
2022/04,8133,011,伊藤忠エネクス,1070
2022/04,8134,,ＴＯＫＡＩ,
2022/04,8135,012,ゼット,244
2022/04,8136,011,サンリオ,2737
2022/04,8137,011,サンワテクノス,1342
2022/04,8138,012,三京化成,3000
2022/04,8139,012,ナガホリ,572
2022/04,8140,011,リョーサン,2320
2022/04,8141,011,新光商事,945
2022/04,8142,011,トーホー,1126
2022/04,8143,012,ラピーヌ,275
2022/04,8144,012,デンキョーグループホールディン,1341
2022/04,8146,,小杉産業,
2022/04,8147,012,トミタ,951
2022/04,8148,,上原成商事,
2022/04,8149,,レック,
2022/04,8150,011,三信電気,1533
2022/04,8151,011,東陽テクニカ,1043
2022/04,8152,012,ソマール,1841
2022/04,8153,011,モスフードサービス,2978
2022/04,8154,011,加賀電子,3080
2022/04,8155,011,三益半導体工業,2351
2022/04,8156,,ガステックサービス,
2022/04,8157,011,都築電気,1479
2022/04,8158,011,ソーダニッカ,669
2022/04,8159,011,立花エレテック,1625
2022/04,8160,011,木曽路,2065
2022/04,8161,,エディオンＥＡＳＴ,
2022/04,8163,011,ＳＲＳホールディングス,817
2022/04,8164,,キャビン,
2022/04,8165,011,千趣会,397
2022/04,8166,012,タカキュー,104
2022/04,8167,011,リテールパートナーズ,1122
2022/04,8168,011,ケーヨー,915
2022/04,8170,,アデランス,
2022/04,8172,,第一家庭電器,
2022/04,8173,011,上新電機,1990
2022/04,8174,011,日本瓦斯,1842
2022/04,8175,,ベスト電器,
2022/04,8176,,コンパスグループ・ジャパン,
2022/04,8178,,マルエツ,
2022/04,8179,011,ロイヤルホールディングス,2080
2022/04,8180,,すかいらーく,
2022/04,8181,012,東天紅,936
2022/04,8182,011,いなげや,1340
2022/04,8183,,セブン－イレブン・ジャパン,
2022/04,8184,,島忠,
2022/04,8185,011,チヨダ,699
2022/04,8187,,京樽分割会社,
2022/04,8188,,ヨークベニマル,
2022/04,8193,,鈴丹,
2022/04,8194,011,ライフコーポレーション,2968
2022/04,8195,,デニーズジャパン,
2022/04,8196,,カスミ,
2022/04,8197,,東急ストア,
2022/04,8198,012,マックスバリュ東海,2607
2022/04,8199,,エディオンＷＥＳＴ,
2022/04,8200,011,リンガーハット,2244
2022/04,8201,,さが美グループホールディングス,
2022/04,8202,012,ラオックスホールディングス,168
2022/04,8203,011,ＭｒＭａｘＨＤ,607
2022/04,8207,012,テンアライド,312
2022/04,8208,012,エンチョー,1014
2022/04,8209,012,フレンドリー,520
2022/04,8211,,相鉄ローゼン,
2022/04,8212,,オンワード商事,
2022/04,8213,,トステムビバ,
2022/04,8214,011,ＡＯＫＩホールディングス,612
2022/04,8215,012,銀座山形屋,727
2022/04,8217,011,オークワ,871
2022/04,8218,011,コメリ,2742
2022/04,8219,011,青山商事,661
2022/04,8225,012,タカチホ,1319
2022/04,8226,012,理経,262
2022/04,8227,011,しまむら,11540
2022/04,8229,,ＣＦＳコーポレーション,
2022/04,8230,012,はせがわ,268
2022/04,8231,,三越,
2022/04,8232,,東急百貨店,
2022/04,8233,011,高島屋,1181
2022/04,8234,,大丸,
2022/04,8235,,大丸松坂屋百貨店,
2022/04,8236,,丸善雄松堂,
2022/04,8237,011,松屋,710
2022/04,8238,,伊勢丹,
2022/04,8239,,横浜松坂屋,
2022/04,8240,,サッポロライオン,
2022/04,8242,011,エイチ・ツー・オー　リテイリン,847
2022/04,8243,,そごう,
2022/04,8244,012,近鉄百貨店,2555
2022/04,8245,,丸栄,
2022/04,8247,012,大和,331
2022/04,8248,,ニッセンホールディングス,
2022/04,8249,012,テクノアソシエ,1155
2022/04,8251,,パルコ,
2022/04,8252,011,丸井グループ,2243
2022/04,8253,011,クレディセゾン,1463
2022/04,8254,012,さいか屋,235
2022/04,8255,011,アクシアル　リテイリング,3385
2022/04,8256,012,プロルート丸光,103
2022/04,8258,,ＳＭＢＣファイナンスサービス,
2022/04,8259,,十字屋,
2022/04,8260,012,井筒屋,295
2022/04,8262,,長崎屋,
2022/04,8263,,ダイエー,
2022/04,8264,,イトーヨーカ堂ＳＨＣ,
2022/04,8266,,エイチ・ツー・オーアセットマネ,
2022/04,8267,011,イオン,2468.5
2022/04,8268,,西友,
2022/04,8269,,マイカル,
2022/04,8270,,ユニーグループ・ホールディング,
2022/04,8271,,忠実屋,
2022/04,8273,011,イズミ,2803
2022/04,8274,,東武ストア,
2022/04,8275,011,フォーバル,878
2022/04,8276,011,平和堂,1955
2022/04,8278,011,フジ,2216
2022/04,8279,011,ヤオコー,6840
2022/04,8280,,富士電機リテイルシステムズ,
2022/04,8281,011,ゼビオホールディングス,915
2022/04,8282,011,ケーズホールディングス,1290
2022/04,8283,011,ＰＡＬＴＡＣ,4745
2022/04,8285,011,三谷産業,307
2022/04,8286,,藍屋,
2022/04,8287,,マックスバリュ西日本,
2022/04,8289,012,Ｏｌｙｍｐｉｃグループ,660
2022/04,8291,011,日産東京販売ホールディングス,221
2022/04,8292,,東京いすゞ自動車,
2022/04,8294,,中央スバル自動車,
2022/04,8295,,キヤノンシステムアンドサポート,
2022/04,8296,,三田自動車,
2022/04,8301,011,日本銀行,26030
2022/04,8302,,日本興業銀行,
2022/04,8303,012,ＳＢＩ新生銀行,2278
2022/04,8304,011,あおぞら銀行,2604
2022/04,8305,,みずほフィナンシャルストラテジ,
2022/04,8306,011,三菱ＵＦＪフィナンシャル・グル,754.3
2022/04,8307,,ＵＦＪホールディングス,
2022/04,8308,011,りそなホールディングス,564.9
2022/04,8309,011,三井住友トラスト・ホールディン,4031
2022/04,8311,,みずほ銀行,
2022/04,8312,,北海道拓殖銀行,
2022/04,8313,,東京銀行,
2022/04,8314,,さくら銀行,
2022/04,8315,,三菱ＵＦＪ銀行,
2022/04,8316,011,三井住友フィナンシャルグループ,3915
2022/04,8317,,みずほ銀行,
2022/04,8318,,三井住友銀行,
2022/04,8319,,りそな銀行,
2022/04,8320,,ＵＦＪ銀行,
2022/04,8321,,東海銀行,
2022/04,8322,,あさひ銀行,
2022/04,8323,,太陽神戸銀行,
2022/04,8324,,第四北越銀行,
2022/04,8325,,北越銀行,
2022/04,8326,,福岡銀行,
2022/04,8327,,西日本シティ銀行,
2022/04,8328,,札幌北洋ホールディングス,
2022/04,8329,,もみじホールディングス,
2022/04,8330,,埼玉銀行,
2022/04,8331,011,千葉銀行,749
2022/04,8332,,横浜銀行,
2022/04,8333,,常陽銀行,
2022/04,8334,011,群馬銀行,373
2022/04,8335,,足利銀行,
2022/04,8336,011,武蔵野銀行,1780
2022/04,8337,011,千葉興業銀行,272
2022/04,8338,011,筑波銀行,195
2022/04,8339,,東京都民銀行,
2022/04,8340,,九州親和ホールディングス,
2022/04,8341,011,七十七銀行,1615
2022/04,8342,,青森銀行,
2022/04,8343,011,秋田銀行,1673
2022/04,8344,011,山形銀行,867
2022/04,8345,011,岩手銀行,1930
2022/04,8346,011,東邦銀行,202
2022/04,8347,,荘内銀行,
2022/04,8349,012,東北銀行,1000
2022/04,8350,,みちのく銀行,
2022/04,8352,,あしぎんフィナンシャルグループ,
2022/04,8353,,北海道銀行,
2022/04,8354,011,ふくおかフィナンシャルグループ,2374
2022/04,8355,011,静岡銀行,841
2022/04,8356,,十六銀行,
2022/04,8357,,北陸銀行,
2022/04,8358,011,スルガ銀行,408
2022/04,8359,011,八十二銀行,428
2022/04,8360,011,山梨中央銀行,985
2022/04,8361,011,大垣共立銀行,1906
2022/04,8362,011,福井銀行,1357
2022/04,8363,,北国銀行,
2022/04,8364,011,清水銀行,1558
2022/04,8365,012,富山銀行,2009
2022/04,8366,011,滋賀銀行,2449
2022/04,8367,011,南都銀行,2036
2022/04,8368,011,百五銀行,344
2022/04,8369,011,京都銀行,5660
2022/04,8370,011,紀陽銀行,1429
2022/04,8371,,関西みらい銀行,
2022/04,8374,,三重銀行,
2022/04,8375,,池田泉州銀行,
2022/04,8377,011,ほくほくフィナンシャルグループ,880
2022/04,8378,,きらやかホールディングス,
2022/04,8379,,広島銀行,
2022/04,8380,,山口銀行,
2022/04,8381,011,山陰合同銀行,646
2022/04,8382,011,中国銀行,956
2022/04,8383,012,鳥取銀行,1191
2022/04,8384,,東京スター銀行,
2022/04,8385,011,伊予銀行,631
2022/04,8386,011,百十四銀行,1690
2022/04,8387,011,四国銀行,779
2022/04,8388,011,阿波銀行,2148
2022/04,8390,,鹿児島銀行,
2022/04,8391,,十八親和銀行,
2022/04,8392,011,大分銀行,1856
2022/04,8393,011,宮崎銀行,2069
2022/04,8394,,肥後銀行,
2022/04,8395,011,佐賀銀行,1435
2022/04,8396,,十八銀行,
2022/04,8397,,沖縄銀行,
2022/04,8399,011,琉球銀行,812
2022/04,8401,,三井信託銀行,
2022/04,8402,,三菱ＵＦＪ信託銀行,
2022/04,8403,,三井住友信託銀行,
2022/04,8404,,みずほ信託銀行,
2022/04,8405,,日本信託銀行,
2022/04,8407,,ＵＦＪ信託銀行,
2022/04,8408,,中央三井信託銀行,
2022/04,8409,,きらぼし銀行,
2022/04,8410,011,セブン銀行,243
2022/04,8411,011,みずほフィナンシャルグループ,1578.5
2022/04,8415,,紀陽ホールディングス,
2022/04,8416,012,高知銀行,760
2022/04,8418,011,山口フィナンシャルグループ,713
2022/04,8421,011,信金中央金庫,244100
2022/04,8423,,アクリーティブ,
2022/04,8424,011,芙蓉総合リース,7030
2022/04,8425,011,みずほリース,3010
2022/04,8426,,ブルーホライゾン債権回収,
2022/04,8432,,住信リース,
2022/04,8439,011,東京センチュリー,4005
2022/04,8462,012,フューチャーベンチャーキャピタ,568
2022/04,8473,011,ＳＢＩホールディングス,2913
2022/04,8507,,ジャックス・ペイメント・ソリュ,
2022/04,8508,012,Ｊトラスト,314
2022/04,8511,011,日本証券金融,938
2022/04,8512,,大阪証券金融,
2022/04,8515,011,アイフル,372
2022/04,8518,012,日本アジア投資,236
2022/04,8519,,ポケットカード,
2022/04,8520,,きらやか銀行,
2022/04,8521,012,長野銀行,1285
2022/04,8522,011,名古屋銀行,3140
2022/04,8523,,近畿銀行,
2022/04,8524,011,北洋銀行,247
2022/04,8525,,なみはや銀行,
2022/04,8526,,福徳銀行,
2022/04,8527,011,愛知銀行,4610
2022/04,8529,,三十三銀行,
2022/04,8530,011,中京銀行,1647
2022/04,8532,,兵庫銀行,
2022/04,8533,,もみじ銀行,
2022/04,8534,,東京相和銀行,
2022/04,8536,,東日本銀行,
2022/04,8537,012,大光銀行,1318
2022/04,8538,,新潟中央銀行,
2022/04,8539,,福岡シティ銀行,
2022/04,8541,011,愛媛銀行,925
2022/04,8542,012,トマト銀行,1023
2022/04,8543,,みなと銀行,
2022/04,8544,011,京葉銀行,498
2022/04,8545,,関西アーバン銀行,
2022/04,8546,,太平洋銀行,
2022/04,8547,,徳陽シティ銀行,
2022/04,8548,,九州銀行,
2022/04,8549,,せとうち銀行,
2022/04,8550,011,栃木銀行,242
2022/04,8551,011,北日本銀行,1551
2022/04,8556,,香川銀行,
2022/04,8558,011,東和銀行,539
2022/04,8561,,徳島大正銀行,
2022/04,8562,012,福島銀行,214
2022/04,8563,012,大東銀行,656
2022/04,8564,,武富士,
2022/04,8565,,ＧＥ三洋クレジット,
2022/04,8566,011,リコーリース,3405
2022/04,8567,,クレディア,
2022/04,8568,,新生パーソナルローン,
2022/04,8570,011,イオンフィナンシャルサービス,1193
2022/04,8571,,ＮＩＳグループ,
2022/04,8572,012,アコム,335
2022/04,8573,,三洋信販,
2022/04,8574,,ＳＭＢＣコンシューマーファイナ,
2022/04,8576,,日栄ファイナンス,
2022/04,8577,,日本保証,
2022/04,8578,,第一住宅金融,
2022/04,8579,,東京リース,
2022/04,8581,,日本住宅金融,
2022/04,8582,,日貿信,
2022/04,8583,,三菱ＵＦＪニコス,
2022/04,8584,011,ジャックス,3300
2022/04,8585,011,オリエントコーポレーション,125
2022/04,8586,,日立キャピタル,
2022/04,8587,,ライフ,
2022/04,8588,,セントラルファイナンス,
2022/04,8589,,アプラスフィナンシャル,
2022/04,8591,011,オリックス,2374
2022/04,8592,,三井住友ファイナンス＆リース,
2022/04,8593,011,三菱ＨＣキャピタル,585
2022/04,8595,011,ジャフコ　グループ,1573
2022/04,8596,012,九州リースサービス,586
2022/04,8597,,ＳＦＣＧ,
2022/04,8599,,ＵＦＪセントラルリース,
2022/04,8600,011,トモニホールディングス,329
2022/04,8601,011,大和証券グループ本社,636
2022/04,8602,,山一証券,
2022/04,8603,,日興コーディアル　グループ,
2022/04,8604,011,野村ホールディングス,500
2022/04,8605,,三洋証券,
2022/04,8606,,みずほ証券,
2022/04,8607,,みずほインベスターズ証券,
2022/04,8608,,和光証券,
2022/04,8609,011,岡三証券グループ,349
2022/04,8610,,さくらフレンド証券,
2022/04,8611,,岩井コスモ証券,
2022/04,8612,,第一証券,
2022/04,8613,011,丸三証券,494
2022/04,8614,011,東洋証券,175
2022/04,8615,,三菱ＵＦＪ証券ホールディングス,
2022/04,8616,011,東海東京フィナンシャル・ホール,387
2022/04,8617,012,光世証券,464
2022/04,8618,,太平洋証券,
2022/04,8619,,ナショナル証券,
2022/04,8620,,東海丸万証券,
2022/04,8621,,ＵＦＪつばさ証券,
2022/04,8622,011,水戸証券,262
2022/04,8623,,ＳＭＢＣフレンド証券,
2022/04,8624,011,いちよし証券,572
2022/04,8625,,高木証券,
2022/04,8626,,マネックス証券,
2022/04,8628,011,松井証券,805
2022/04,8630,011,ＳＯＭＰＯホールディングス,5285
2022/04,8691,,日本証券代行,
2022/04,8692,,だいこう証券ビジネス,
2022/04,8697,011,日本取引所グループ,1951.5
2022/04,8698,011,マネックスグループ,598
2022/04,8699,012,ＨＳホールディングス,1314
2022/04,8700,012,丸八証券,1398
2022/04,8703,,ａｕカブコム証券,
2022/04,8704,012,トレイダーズホールディングス,334
2022/04,8705,012,日産証券グループ,134
2022/04,8706,011,極東証券,699
2022/04,8707,011,岩井コスモホールディングス,1266
2022/04,8708,011,アイザワ証券グループ,672
2022/04,8713,011,フィデアホールディングス,1295
2022/04,8714,011,池田泉州ホールディングス,178
2022/04,8715,011,アニコム　ホールディングス,617
2022/04,8720,,ベンチャービジネス証券投資法人,
2022/04,8721,,ベンチャー・リヴァイタライズ証,
2022/04,8725,011,ＭＳ＆ＡＤインシュアランスグル,3881
2022/04,8728,,マネースクウェアＨＤ,
2022/04,8729,,ソニーフィナンシャルグループ,
2022/04,8732,011,マネーパートナーズグループ,257
2022/04,8737,012,あかつき本社,310
2022/04,8739,011,スパークス・グループ,257
2022/04,8742,012,小林洋行,229
2022/04,8746,012,第一商品,150
2022/04,8747,012,豊トラスティ証券,800
2022/04,8750,011,第一生命ホールディングス,2604.5
2022/04,8751,,東京海上日動火災保険,
2022/04,8752,,三井住友海上火災保険,
2022/04,8753,,住友海上火災保険,
2022/04,8754,,日本興亜損害保険,
2022/04,8755,,損害保険ジャパン,
2022/04,8756,,日産火災海上保険,
2022/04,8757,,日新火災海上保険,
2022/04,8758,,千代田火災海上保険,
2022/04,8759,,ニッセイ同和損害保険,
2022/04,8760,,日動火災海上保険,
2022/04,8761,,あいおいニッセイ同和損害保険,
2022/04,8762,,興亜火災海上保険,
2022/04,8763,,富士火災海上保険,
2022/04,8765,,大成火災海上保険,
2022/04,8766,011,東京海上ホールディングス,7019
2022/04,8767,,ウェブクルー,
2022/04,8769,011,アドバンテッジリスクマネジメン,506
2022/04,8771,011,イー・ギャランティ,2166
2022/04,8772,012,アサックス,590
2022/04,8783,012,ＧＦＡ,118
2022/04,8789,012,フィンテック　グローバル,42
2022/04,8793,011,ＮＥＣキャピタルソリューション,1976
2022/04,8795,011,Ｔ＆Ｄホールディングス,1670
2022/04,8796,,太陽生命保険,
2022/04,8798,011,アドバンスクリエイト,927
2022/04,8799,,大同生命保険,
2022/04,8801,011,三井不動産,2745.5
2022/04,8802,011,三菱地所,1883.5
2022/04,8803,011,平和不動産,4075
2022/04,8804,011,東京建物,1824
2022/04,8806,012,ダイビル,2200
2022/04,8809,,サンケイビル,
2022/04,8815,,東急不動産,
2022/04,8818,011,京阪神ビルディング,1351
2022/04,8821,,立飛企業,
2022/04,8826,,長谷工不動産ホールディングス,
2022/04,8829,,大和団地,
2022/04,8830,011,住友不動産,3434
2022/04,8832,,小田急不動産,
2022/04,8833,,東宝不動産,
2022/04,8834,,三菱地所レジデンス,
2022/04,8835,012,太平洋興発,627
2022/04,8836,012,ＲＩＳＥ,21
2022/04,8838,,有楽土地,
2022/04,8839,,ニチモ,
2022/04,8840,,大京,
2022/04,8841,012,テーオーシー,667
2022/04,8842,011,東京楽天地,3955
2022/04,8844,012,コスモスイニシア,410
2022/04,8845,,セザールコーポレーション,
2022/04,8846,,積水ハウス不動産東京,
2022/04,8848,011,レオパレス２１,196
2022/04,8850,011,スターツコーポレーション,2409
2022/04,8851,,アーバンライフ,
2022/04,8853,,ダイヤモンドシティ,
2022/04,8854,012,日住サービス,1480
2022/04,8857,,三井不動産リアルティ,
2022/04,8858,,ダイア建設,
2022/04,8860,011,フジ住宅,620
2022/04,8863,,積水ハウス不動産中部,
2022/04,8864,011,空港施設,540
2022/04,8865,,神鋼興産,
2022/04,8868,,アーバンコーポレイション,
2022/04,8869,011,明和地所,601
2022/04,8870,,住友不動産販売,
2022/04,8871,011,ゴールドクレスト,1684
2022/04,8873,,積水ハウス不動産中国四国,
2022/04,8874,,長谷工不動産,
2022/04,8875,,東栄住宅,
2022/04,8876,011,リログループ,1871
2022/04,8877,011,エスリード,1683
2022/04,8878,,大和地所レジデンス,
2022/04,8879,,東急リバブル,
2022/04,8880,,飯田産業,
2022/04,8881,011,日神グループホールディングス,454
2022/04,8882,,ゼファー,
2022/04,8886,012,ウッドフレンズ,3620
2022/04,8887,012,リベレステ,802
2022/04,8888,,クリード,
2022/04,8889,012,ＡＰＡＭＡＮ,476
2022/04,8890,012,レーサム,963
2022/04,8891,012,ＡＭＧホールディングス,888
2022/04,8892,011,日本エスコン,762
2022/04,8893,012,新日本建物,393
2022/04,8894,012,ＲＥＶＯＬＵＴＩＯＮ,16
2022/04,8895,,アーネストワン,
2022/04,8896,,クレアスアセット,
2022/04,8897,011,ＭＩＲＡＲＴＨホールディングス,297
2022/04,8898,012,センチュリー２１・ジャパン,1022
2022/04,8899,,モリモト,
2022/04,8902,,パシフィックホールディングス,
2022/04,8903,012,サンウッド,541
2022/04,8904,011,ＡＶＡＮＴＩＡ,845
2022/04,8905,011,イオンモール,1576
2022/04,8907,,フージャースコーポレーション,
2022/04,8908,012,毎日コムネット,703
2022/04,8909,012,シノケングループ,1013
2022/04,8910,,サンシティ,
2022/04,8911,,創建ホームズ,
2022/04,8912,012,エリアクエスト,92
2022/04,8913,,ゼクス,
2022/04,8914,012,エリアリンク,1499
2022/04,8915,,タクトホーム,
2022/04,8917,011,ファースト住建,1115
2022/04,8918,012,ランド,10
2022/04,8919,011,カチタス,3045
2022/04,8920,012,東祥,1741
2022/04,8921,015,シーズクリエイト,
2022/04,8922,,日本アセットマーケティング,
2022/04,8923,011,トーセイ,1092
2022/04,8924,,リサ・パートナーズ,
2022/04,8925,012,アルデプロ,44
2022/04,8927,012,明豊エンタープライズ,181
