期間,株式コード,上場コード,銘柄名称,終値
2022/04,3167,011,ＴＯＫＡＩホールディングス,874
2022/04,3168,012,黒谷,576
2022/04,3169,012,ミサワ,616
2022/04,3172,012,ティーライフ,1415
2022/04,3173,011,Ｃｏｍｉｎｉｘ,726
2022/04,3174,012,ハピネス・アンド・ディ,895
2022/04,3175,012,エー・ピーホールディングス,449
2022/04,3176,011,三洋貿易,985
2022/04,3177,012,ありがとうサービス,2039
2022/04,3178,012,チムニー,1156
2022/04,3179,011,シュッピン,1240
2022/04,3180,011,ビューティガレージ,2779
2022/04,3181,012,買取王国,576
2022/04,3182,011,オイシックス・ラ・大地,2712
2022/04,3183,011,ウイン・パートナーズ,996
2022/04,3184,012,ＩＣＤＡホールディングス,2500
2022/04,3185,014,夢展望,220
2022/04,3186,011,ネクステージ,2004
2022/04,3187,014,サンワカンパニー,600
2022/04,3189,012,ＡＮＡＰ,350
2022/04,3190,012,ホットマン,575
2022/04,3191,011,ジョイフル本田,1559
2022/04,3192,012,白鳩,252
2022/04,3193,011,鳥貴族ホールディングス,1773
2022/04,3194,,キリン堂ホールディングス,
2022/04,3195,014,ジェネレーションパス,381
2022/04,3196,011,ホットランド,1363
2022/04,3197,011,すかいらーくホールディングス,1543
2022/04,3198,011,ＳＦＰホールディングス,1404
2022/04,3199,011,綿半ホールディングス,1331
2022/04,3201,011,日本毛織,970
2022/04,3202,012,ダイトウボウ,91
2022/04,3203,,トーア紡,
2022/04,3204,012,トーア紡コーポレーション,387
2022/04,3205,012,ダイドーリミテッド,139
2022/04,3206,,ニッケテキスタイル,
2022/04,3207,,中央コーポレーション,
2022/04,3209,,カネヨウ,
2022/04,3216,,御幸毛織,
2022/04,3221,011,ヨシックスホールディングス,2145
2022/04,3222,012,ユナイテッド・スーパーマーケッ,1094
2022/04,3223,012,エスエルディー,533
2022/04,3224,014,ゼネラル・オイスター,1063
2022/04,3225,,東京建物不動産販売,
2022/04,3226,011,日本アコモデーションファンド投,639000
2022/04,3227,,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資,
2022/04,3228,011,三栄建築設計,1682
2022/04,3229,,日本コマーシャル投資法人,
2022/04,3230,,スター・マイカ,
2022/04,3231,011,野村不動産ホールディングス,3155
2022/04,3232,011,三重交通グループホールディング,460
2022/04,3234,011,森ヒルズリート投資法人,147700
2022/04,3235,,トラストパーク,
2022/04,3236,012,プロパスト,144
2022/04,3237,014,イントランス,69
2022/04,3238,012,セントラル総合開発,428
2022/04,3240,,野村不動産レジデンシャル投資法,
2022/04,3241,012,ウィル,350
2022/04,3242,012,アーバネットコーポレーション,301
2022/04,3244,011,サムティ,2100
2022/04,3245,011,ディア・ライフ,512
2022/04,3246,012,コーセーアールイー,628
2022/04,3248,012,アールエイジ,641
2022/04,3249,011,産業ファンド投資法人,186700
2022/04,3250,,エー・ディー・ワークス,
2022/04,3251,,駐車場綜合研究所,
2022/04,3252,011,地主,1910
2022/04,3254,012,プレサンスコーポレーション,1562
2022/04,3258,,ユニゾホールディングス,
2022/04,3261,014,グランディーズ,371
2022/04,3263,,大和ハウスリート投資法人,
2022/04,3264,012,アスコット,201
2022/04,3265,,ヒューリック,
2022/04,3266,012,ファンドクリエーショングループ,79
2022/04,3267,011,フィル・カンパニー,1148
2022/04,3269,011,アドバンス・レジデンス投資法人,356500
2022/04,3271,012,ＴＨＥグローバル社,155
2022/04,3275,011,ハウスコム,1175
2022/04,3276,011,ＪＰＭＣ,996
2022/04,3277,012,サンセイランディック,816
2022/04,3278,011,ケネディクス・レジデンシャル・,209600
2022/04,3279,011,アクティビア・プロパティーズ投,414000
2022/04,3280,012,エストラスト,564
2022/04,3281,011,ＧＬＰ投資法人,175800
2022/04,3282,011,コンフォリア・レジデンシャル投,324000
2022/04,3283,011,日本プロロジスリート投資法人,360500
2022/04,3284,011,フージャースホールディングス,652
2022/04,3285,,野村不動産マスターファンド投資,
2022/04,3286,014,トラストホールディングス,298
2022/04,3287,011,星野リゾート・リート投資法人,669000
2022/04,3288,011,オープンハウスグループ,5040
2022/04,3289,011,東急不動産ホールディングス,677
2022/04,3290,011,Ｏｎｅリート投資法人,275300
2022/04,3291,011,飯田グループホールディングス,2078
2022/04,3292,011,イオンリート投資法人,149500
2022/04,3293,012,アズマハウス,715
2022/04,3294,012,イーグランド,1363
2022/04,3295,011,ヒューリックリート投資法人,161400
2022/04,3296,011,日本リート投資法人,372500
2022/04,3297,012,東武住販,1072
2022/04,3298,,インベスコ・オフィス・ジェイリ,
2022/04,3299,011,ムゲンエステート,514
2022/04,3300,014,アンビション　ＤＸ　ホールディ,540
2022/04,3302,011,帝国繊維,1586
2022/04,3304,,トスコ,
2022/04,3305,,東京麻糸紡績,
2022/04,3306,012,日本製麻,371
2022/04,3308,,日本ヘルスケア投資法人,
2022/04,3309,011,積水ハウス・リート投資法人,76200
2022/04,3311,,アップガレージ,
2022/04,3313,,ブックオフコーポレーション,
2022/04,3315,011,日本コークス工業,137
2022/04,3316,012,東京日産コンピュータシステム,504
2022/04,3317,012,フライングガーデン,1670
2022/04,3319,011,ゴルフダイジェスト・オンライン,1025
2022/04,3320,012,クロスプラス,677
2022/04,3321,012,ミタチ産業,876
2022/04,3322,012,アルファグループ,750
2022/04,3323,012,レカム,68
2022/04,3325,,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ,
2022/04,3326,012,ランシステム,416
2022/04,3328,011,ＢＥＥＮＯＳ,1812
2022/04,3329,012,東和フードサービス,1476
2022/04,3330,,アガスタ,
2022/04,3332,,ＪＦＥ商事ホールディングス,
2022/04,3333,011,あさひ,1329
2022/04,3337,,ファミリーマート,
2022/04,3341,011,日本調剤,1264
2022/04,3343,,チップワンストップ,
2022/04,3347,012,トラスト,220
2022/04,3349,011,コスモス薬品,12090
2022/04,3350,012,メタプラネット,62
2022/04,3352,012,バッファロー,1041
2022/04,3353,012,メディカル一光グループ,2504
2022/04,3355,012,クリヤマホールディングス,983
2022/04,3356,012,テリロジー,397
2022/04,3358,012,ワイエスフード,270
2022/04,3359,014,ｃｏｔｔａ,527
2022/04,3360,011,シップヘルスケアホールディング,2180
2022/04,3361,012,トーエル,826
2022/04,3362,,チムニー,
2022/04,3366,,一六堂,
2022/04,3370,012,フジタコーポレーション,217
2022/04,3371,011,ソフトクリエイトホールディング,4200
2022/04,3372,012,関門海,216
2022/04,3373,,リンク・セオリー・ホールディン,
2022/04,3374,012,内外テック,2575
2022/04,3375,012,ＺＯＡ,1228
2022/04,3376,,オンリー,
2022/04,3377,012,バイク王＆カンパニー,1135
2022/04,3382,011,セブン＆アイ・ホールディングス,5718
2022/04,3385,,薬王堂,
2022/04,3386,012,コスモ・バイオ,1021
2022/04,3387,011,クリエイト・レストランツ・ホー,812
2022/04,3388,011,明治電機工業,1019
2022/04,3390,012,ＩＮＴ,62
2022/04,3391,011,ツルハホールディングス,6650
2022/04,3392,012,デリカフーズホールディングス,535
2022/04,3393,011,スターティアホールディングス,569
2022/04,3394,,ネットワークバリューコンポネン,
2022/04,3395,011,サンマルクホールディングス,1486
2022/04,3396,012,フェリシモ,1130
2022/04,3397,011,トリドールホールディングス,2358
2022/04,3398,,クスリのアオキ,
2022/04,3399,012,丸千代山岡家,1894
2022/04,3401,011,帝人,1388
2022/04,3402,011,東レ,618.9
2022/04,3403,,東邦テナックス,
2022/04,3404,,三菱ケミカル,
2022/04,3405,011,クラレ,1042
2022/04,3407,011,旭化成,1071.5
2022/04,3408,,サカイオーベックス,
2022/04,3409,012,北日本紡績,119
2022/04,3415,011,ＴＯＫＹＯ　ＢＡＳＥ,330
2022/04,3416,014,ピクスタ,1272
2022/04,3417,012,大木ヘルスケアホールディングス,693
2022/04,3418,014,バルニバービ,1032
2022/04,3420,012,ケー・エフ・シー,1714
2022/04,3421,012,稲葉製作所,1278
2022/04,3422,012,Ｊ－ＭＡＸ,620
2022/04,3423,012,エスイー,369
2022/04,3426,012,アトムリビンテック,1472
2022/04,3428,,サンポット,
2022/04,3431,011,宮地エンジニアリンググループ,3480
2022/04,3432,,三協・立山ホールディングス,
2022/04,3433,011,トーカロ,1305
2022/04,3434,012,アルファ,977
2022/04,3435,012,サンコーテクノ,944
2022/04,3436,011,ＳＵＭＣＯ,1897
2022/04,3437,012,特殊電極,2203
2022/04,3439,012,三ツ知,1080
2022/04,3440,012,日創プロニティ,532
2022/04,3441,012,山王,1085
2022/04,3443,011,川田テクノロジーズ,3565
2022/04,3444,012,菊池製作所,550
2022/04,3445,011,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,6060
2022/04,3446,011,ジェイテックコーポレーション,1700
2022/04,3447,012,信和,796
2022/04,3449,012,テクノフレックス,1008
2022/04,3451,011,トーセイ・リート投資法人,131900
2022/04,3452,011,ビーロット,495
2022/04,3453,011,ケネディクス商業リート投資法人,273900
2022/04,3454,011,ファーストブラザーズ,834
2022/04,3455,011,ヘルスケア＆メディカル投資法人,157800
2022/04,3457,011,Ａｎｄ　Ｄｏホールディングス,904
2022/04,3458,011,シーアールイー,1612
2022/04,3459,011,サムティ・レジデンシャル投資法,131500
2022/04,3460,,ジャパン・シニアリビング投資法,
2022/04,3461,014,パルマ,392
2022/04,3462,011,野村不動産マスターファンド投資,163000
2022/04,3463,011,いちごホテルリート投資法人,90400
2022/04,3464,011,プロパティエージェント,1625
2022/04,3465,011,ケイアイスター不動産,5420
2022/04,3466,011,ラサールロジポート投資法人,175800
2022/04,3467,011,アグレ都市デザイン,1621
2022/04,3468,011,スターアジア不動産投資法人,59400
2022/04,3469,012,デュアルタップ,580
2022/04,3470,011,マリモ地方創生リート投資法人,134300
2022/04,3471,011,三井不動産ロジスティクスパーク,558000
2022/04,3472,011,大江戸温泉リート投資法人,67800
2022/04,3473,,さくら総合リート投資法人,
2022/04,3474,014,Ｇ－ＦＡＣＴＯＲＹ,477
2022/04,3475,011,グッドコムアセット,1059
2022/04,3476,011,投資法人みらい,50600
2022/04,3477,014,フォーライフ,1345
2022/04,3478,011,森トラスト・ホテルリート投資法,129200
2022/04,3479,014,ティーケーピー,1900
2022/04,3480,011,ジェイ・エス・ビー,3465
2022/04,3481,011,三菱地所物流リート投資法人,465000
2022/04,3482,011,ロードスターキャピタル,1508
2022/04,3484,011,テンポイノベーション,834
2022/04,3486,011,グローバル・リンク・マネジメン,906
2022/04,3487,011,ＣＲＥロジスティクスファンド投,199200
2022/04,3488,011,ザイマックス・リート投資法人,123400
2022/04,3489,011,フェイスネットワーク,1309
2022/04,3490,012,アズ企画設計,1234
2022/04,3491,014,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,992
2022/04,3492,011,タカラレーベン不動産投資法人,120800
2022/04,3493,011,アドバンス・ロジスティクス投資,161000
2022/04,3494,012,マリオン,891
2022/04,3495,012,香陵住販,1780
2022/04,3496,014,アズーム,6360
2022/04,3497,014,ＬｅＴｅｃｈ,888
2022/04,3498,014,霞ヶ関キャピタル,2037
2022/04,3501,011,住江織物,1882
2022/04,3512,012,日本フエルト,427
2022/04,3513,012,イチカワ,1401
2022/04,3514,,日本バイリーン,
2022/04,3521,011,エコナックホールディングス,89
2022/04,3524,012,日東製網,1397
2022/04,3526,011,芦森工業,924
2022/04,3528,012,ミライノベート,161
2022/04,3529,011,アツギ,535
2022/04,3532,,堀田産業,
2022/04,3533,,ダイオ化成,
2022/04,3534,,ＮＢＣメッシュテック,
2022/04,3536,012,アクサスホールディングス,105
2022/04,3537,012,昭栄薬品,1037
2022/04,3538,011,ウイルプラスホールディングス,915
2022/04,3539,011,ＪＭホールディングス,1621
2022/04,3540,012,歯愛メディカル,4865
2022/04,3541,014,農業総合研究所,446
2022/04,3542,014,ベガコーポレーション,635
2022/04,3543,011,コメダホールディングス,2238
2022/04,3544,011,サツドラホールディングス,663
2022/04,3545,,デファクトスタンダード,
2022/04,3546,011,アレンザホールディングス,998
2022/04,3547,012,串カツ田中ホールディングス,1701
2022/04,3548,011,バロックジャパンリミテッド,782
2022/04,3549,011,クスリのアオキホールディングス,5760
2022/04,3550,014,スタジオアタオ,236
2022/04,3551,012,ダイニック,722
2022/04,3553,012,共和レザー,668
2022/04,3556,014,リネットジャパングループ,427
2022/04,3557,014,ユナイテッド＆コレクティブ,1199
2022/04,3558,014,ロコンド,1016
2022/04,3559,011,ピーバンドットコム,561
2022/04,3560,012,ほぼ日,3250
2022/04,3561,011,力の源ホールディングス,575
2022/04,3562,012,Ｎｏ．１,858
2022/04,3563,011,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭ,3105
2022/04,3564,,ビバホーム,
2022/04,3565,011,アセンテック,719
2022/04,3566,014,ユニフォームネクスト,1268
2022/04,3569,011,セーレン,2062
2022/04,3571,012,ソトー,879
2022/04,3577,012,東海染工,1160
2022/04,3578,012,倉庫精練,315
2022/04,3580,011,小松マテーレ,1504
2022/04,3583,012,オーベクス,923
2022/04,3584,,福助,
2022/04,3591,011,ワコールホールディングス,1850
2022/04,3593,011,ホギメディカル,3250
2022/04,3596,,ワールド,
2022/04,3597,012,自重堂,7030
2022/04,3598,012,山喜,135
2022/04,3600,012,フジックス,1575
2022/04,3601,,双日インフィニティ,
2022/04,3604,012,川本産業,861
2022/04,3605,,サンエー・インターナショナル資,
2022/04,3606,,レナウン,
2022/04,3607,012,クラウディアホールディングス,232
2022/04,3608,011,ＴＳＩホールディングス,305
2022/04,3611,011,マツオカコーポレーション,1097
2022/04,3612,011,ワールド,1300
2022/04,3620,,デジタルハーツ,
2022/04,3622,014,ネットイヤーグループ,597
2022/04,3623,014,ビリングシステム,931
2022/04,3624,014,アクセルマーク,380
2022/04,3625,014,テックファームホールディングス,451
2022/04,3626,011,ＴＩＳ,2933
2022/04,3627,011,ＪＮＳホールディングス,397
2022/04,3628,014,データホライゾン,2155
2022/04,3629,,クロス・マーケティング,
2022/04,3630,,電算システム,
2022/04,3632,011,グリー,997
2022/04,3633,011,ＧＭＯペパボ,2120
2022/04,3634,012,ソケッツ,870
2022/04,3635,011,コーエーテクモホールディングス,3965
2022/04,3636,011,三菱総合研究所,3920
2022/04,3639,012,ボルテージ,364
2022/04,3640,012,電算,2255
2022/04,3641,012,パピレス,1291
2022/04,3644,,１ｓｔホールディングス,
2022/04,3645,014,メディカルネット,437
2022/04,3646,014,駅探,420
2022/04,3647,012,ジー・スリーホールディングス,242
2022/04,3648,012,ＡＧＳ,794
2022/04,3649,011,ファインデックス,626
2022/04,3652,014,ディジタルメディアプロフェッシ,1401
2022/04,3653,014,モルフォ,1019
2022/04,3654,,ヒト・コミュニケーションズ,
2022/04,3655,011,ブレインパッド,1152
2022/04,3656,011,ＫＬａｂ,444
2022/04,3657,011,ポールトゥウィンホールディング,997
2022/04,3658,,イーブックイニシアティブジャパ,
2022/04,3659,011,ネクソン,2972
2022/04,3660,011,アイスタイル,158
2022/04,3661,011,エムアップホールディングス,1032
2022/04,3662,011,エイチーム,725
2022/04,3663,012,セルシス,852
2022/04,3664,014,モブキャストホールディングス,83
2022/04,3665,011,エニグモ,515
2022/04,3666,011,テクノスジャパン,439
2022/04,3667,012,ｅｎｉｓｈ,304
2022/04,3668,011,コロプラ,642
2022/04,3669,,モバイルクリエイト,
2022/04,3670,012,協立情報通信,1498
2022/04,3671,014,ソフトマックス,832
2022/04,3672,012,オルトプラス,306
2022/04,3673,011,ブロードリーフ,369
2022/04,3674,014,オークファン,485
2022/04,3675,011,クロス・マーケティンググループ,910
2022/04,3676,011,デジタルハーツホールディングス,1705
2022/04,3677,011,システム情報,968
2022/04,3678,011,メディアドゥ,1737
2022/04,3679,011,じげん,308
2022/04,3680,014,ホットリンク,449
2022/04,3681,011,ブイキューブ,919
2022/04,3682,012,エンカレッジ・テクノロジ,529
2022/04,3683,011,サイバーリンクス,1109
2022/04,3685,,エニマリ,
2022/04,3686,012,ディー・エル・イー,295
2022/04,3687,011,フィックスターズ,826
2022/04,3688,011,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,2486
2022/04,3689,,イグニス,
2022/04,3690,014,イルグルム,964
2022/04,3691,014,デジタルプラス,789
2022/04,3692,014,ＦＦＲＩセキュリティ,1008
2022/04,3694,011,オプティム,871
2022/04,3695,014,ＧＭＯリサーチ,2243
2022/04,3696,011,セレス,1455
2022/04,3697,011,ＳＨＩＦＴ,24810
2022/04,3698,014,ＣＲＩ・ミドルウェア,1165
2022/04,3702,,山陽国策パルプ,
2022/04,3706,,東海パルプ,
2022/04,3708,011,特種東海製紙,3450
2022/04,3710,012,ジョルダン,653
2022/04,3712,012,情報企画,2819
2022/04,3713,,ネットマークス,
2022/04,3714,,アソシエント・テクノロジー,
2022/04,3715,,ドワンゴ,
2022/04,3716,,ＮＥＯ　ＯＮＥホールディングス,
2022/04,3717,,ＮＥＣシステムテクノロジー,
2022/04,3719,012,ジェクシード,129
2022/04,3720,,マッグガーデン,
2022/04,3722,,デジサート・ジャパン,
2022/04,3723,014,日本ファルコム,1346
2022/04,3724,,ベリサーブ,
2022/04,3726,012,フォーシーズＨＤ,455
2022/04,3727,014,アプリックス,129
2022/04,3730,,マクロミル,
2022/04,3731,,京王ズホールディングス,
2022/04,3733,012,ソフトウェア・サービス,5840
2022/04,3734,,インテア・ホールディングス,
2022/04,3735,,日立システムアンドサービス,
2022/04,3736,,コネクトテクノロジーズ,
2022/04,3738,011,ティーガイア,1649
2022/04,3740,,フレームワークス,
2022/04,3741,011,セック,2263
2022/04,3742,,ＩＴｂｏｏｋ,
2022/04,3744,012,サイオス,375
2022/04,3745,,サミーネットワークス,
2022/04,3746,,フリービットクラウド,
2022/04,3747,012,インタートレード,525
2022/04,3750,012,サイトリ細胞研究所,1100
2022/04,3751,,日本アジアグループ,
2022/04,3753,012,フライトホールディングス,404
2022/04,3755,,ゴンゾ,
2022/04,3756,,ＪＳＥＥホールディングス,
2022/04,3758,012,アエリア,380
2022/04,3760,012,ケイブ,747
2022/04,3762,011,テクマトリックス,2015
2022/04,3763,011,プロシップ,1420
2022/04,3765,011,ガンホー・オンライン・エンター,2664
2022/04,3766,012,システムズ・デザイン,595
2022/04,3767,,ネクステック,
2022/04,3768,012,リスクモンスター,671
2022/04,3769,011,ＧＭＯペイメントゲートウェイ,11090
2022/04,3770,012,ザッパラス,429
2022/04,3771,011,システムリサーチ,2009
2022/04,3772,012,ウェルス・マネジメント,2162
2022/04,3773,014,アドバンスト・メディア,560
2022/04,3774,011,インターネットイニシアティブ,4110
2022/04,3776,012,ブロードバンドタワー,190
2022/04,3777,014,ＦＨＴホールディングス,19
2022/04,3778,011,さくらインターネット,565
2022/04,3779,012,ジェイ・エスコムホールディング,103
2022/04,3780,,メビックス,
2022/04,3782,014,ディー・ディー・エス,143
2022/04,3783,,ナノ・メディア,
2022/04,3784,012,ヴィンクス,1221
2022/04,3785,,エイティング,
2022/04,3786,,テレビ東京コミュニケーションズ,
2022/04,3787,012,テクノマセマティカル,575
2022/04,3788,011,ＧＭＯグローバルサイン・ホール,5560
2022/04,3789,,ソニーネットワークコミュニケー,
2022/04,3791,012,ＩＧポート,1672
2022/04,3793,014,ドリコム,500
2022/04,3794,,エヌ・デーソフトウェア,
2022/04,3796,012,いい生活,388
2022/04,3798,012,ＵＬＳグループ,3980
2022/04,3799,012,キーウェアソリューションズ,582
2022/04,3800,012,ユニリタ,1751
2022/04,3802,012,エコミック,460
2022/04,3803,014,イメージ情報開発,425
2022/04,3804,012,システム　ディ,1180
2022/04,3807,014,フィスコ,165
2022/04,3810,012,サイバーステップ,559
2022/04,3811,,ビットアイル・エクイニクス,
2022/04,3812,,ゲームオン,
2022/04,3814,014,アルファクス・フード・システム,455
2022/04,3815,014,メディア工房,318
2022/04,3816,012,大和コンピューター,1000
2022/04,3817,011,ＳＲＡホールディングス,2826
2022/04,3819,,インテックホールディングス,
2022/04,3820,,ＪＢＩＳホールディングス,
2022/04,3822,,ＳＣＳＫ　Ｍｉｎｏｒｉソリュー,
2022/04,3823,012,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ,153
2022/04,3825,012,リミックスポイント,374
2022/04,3826,012,システムインテグレータ,483
2022/04,3828,,富士通クラウドテクノロジーズ,
2022/04,3829,,セルシス,
2022/04,3831,,パイプドビッツ,
2022/04,3834,011,朝日ネット,583
2022/04,3835,011,ｅＢＡＳＥ,432
2022/04,3836,011,アバントグループ,1165
2022/04,3837,011,アドソル日進,1572
2022/04,3838,,ＡＱインタラクティブ,
2022/04,3839,011,ＯＤＫソリューションズ,629
2022/04,3840,012,パス,71
2022/04,3841,012,ジーダット,797
2022/04,3842,014,ネクストジェン,681
2022/04,3843,011,フリービット,878
2022/04,3844,011,コムチュア,2830
2022/04,3845,012,アイフリークモバイル,147
2022/04,3847,012,パシフィックシステム,2921
2022/04,3848,012,データ・アプリケーション,1614
2022/04,3850,012,エヌ・ティ・ティ・データ・イン,1629
2022/04,3851,012,日本一ソフトウェア,1366
2022/04,3852,012,サイバーコム,1210
2022/04,3853,011,アステリア,933
2022/04,3854,011,アイル,1381
2022/04,3856,012,Ａｂａｌａｎｃｅ,2101
2022/04,3857,012,ラック,821
2022/04,3858,012,ユビキタスＡＩ,422
2022/04,3861,011,王子ホールディングス,616
2022/04,3862,,本州製紙,
2022/04,3863,011,日本製紙,1032
2022/04,3864,011,三菱製紙,305
2022/04,3865,011,北越コーポレーション,666
2022/04,3867,,神崎製紙,
2022/04,3868,,高崎三興,
2022/04,3869,,日本大昭和板紙,
2022/04,3870,,日本加工製紙,
2022/04,3871,,大昭和製紙,
2022/04,3872,,日本製紙パピリア,
2022/04,3877,011,中越パルプ工業,937
2022/04,3878,012,巴川製紙所,775
2022/04,3880,011,大王製紙,1551
2022/04,3881,,特種製紙,
2022/04,3882,,紀州製紙,
2022/04,3883,,セッツ,
2022/04,3886,,チューエツ,
2022/04,3887,,中央板紙,
2022/04,3889,,大平製紙,
2022/04,3891,012,ニッポン高度紙工業,1983
2022/04,3892,012,岡山製紙,895
2022/04,3893,,日本製紙グループ本社,
2022/04,3895,012,ハビックス,350
2022/04,3896,012,阿波製紙,329
2022/04,3900,014,クラウドワークス,1048
2022/04,3901,011,マークラインズ,2691
2022/04,3902,011,メディカル・データ・ビジョン,988
2022/04,3903,011,ｇｕｍｉ,541
2022/04,3904,014,カヤック,931
2022/04,3905,014,データセクション,315
2022/04,3906,014,ＡＬＢＥＲＴ,5090
2022/04,3907,014,シリコンスタジオ,864
2022/04,3908,014,コラボス,448
2022/04,3909,012,ショーケース,459
2022/04,3910,012,エムケイシステム,415
2022/04,3911,014,Ａｉｍｉｎｇ,327
2022/04,3912,011,モバイルファクトリー,969
2022/04,3913,014,ｓＭｅｄｉｏ,648
2022/04,3914,014,ＪＩＧ－ＳＡＷ,5470
2022/04,3915,011,テラスカイ,1334
2022/04,3916,011,デジタル・インフォメーション・,1198
2022/04,3917,014,アイリッジ,784
2022/04,3918,011,ＰＣＩホールディングス,1005
2022/04,3919,012,パイプドＨＤ,2518
2022/04,3920,012,アイビーシー,507
2022/04,3921,011,ネオジャパン,1148
2022/04,3922,011,ＰＲ　ＴＩＭＥＳ,2152
2022/04,3923,011,ラクス,1617
2022/04,3924,011,ランドコンピュータ,929
2022/04,3925,011,ダブルスタンダード,1833
2022/04,3926,011,オープンドア,1900
2022/04,3927,014,フーバーブレイン,673
2022/04,3928,011,マイネット,563
2022/04,3929,014,ソーシャルワイヤー,456
2022/04,3930,014,はてな,1077
2022/04,3931,014,バリューゴルフ,1374
2022/04,3932,011,アカツキ,3025
2022/04,3933,012,チエル,837
2022/04,3934,011,ベネフィットジャパン,2147
2022/04,3935,014,エディア,340
2022/04,3936,014,グローバルウェイ,511
2022/04,3937,011,Ｕｂｉｃｏｍホールディングス,2872
2022/04,3938,,Ａホールディングス,
2022/04,3939,011,カナミックネットワーク,506
2022/04,3940,011,ノムラシステムコーポレーション,236
2022/04,3941,011,レンゴー,770
2022/04,3942,,千代田紙業,
2022/04,3943,012,大石産業,1750
2022/04,3944,012,古林紙工,1850
2022/04,3945,012,スーパーバッグ,913
2022/04,3946,011,トーモク,1491
2022/04,3947,012,ダイナパック,1287
2022/04,3948,012,光ビジネスフォーム,500
2022/04,3950,011,ザ・パック,2384
2022/04,3951,012,朝日印刷,838
2022/04,3953,012,大村紙業,580
2022/04,3954,012,昭和パックス,1496
2022/04,3955,012,イムラ,872
2022/04,3960,014,バリューデザイン,1374
2022/04,3961,014,シルバーエッグ・テクノロジー,766
2022/04,3962,011,チェンジホールディングス,1825
2022/04,3963,011,シンクロ・フード,271
2022/04,3964,011,オークネット,1535
2022/04,3965,012,キャピタル・アセット・プランニ,749
2022/04,3966,014,ユーザベース,761
2022/04,3967,014,エルテス,941
2022/04,3968,011,セグエグループ,575
2022/04,3969,012,エイトレッド,2009
2022/04,3970,014,イノベーション,1985
2022/04,3971,,三井化学東セロ,
2022/04,3974,012,ＳＣＡＴ,334
2022/04,3975,,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇ,
2022/04,3976,014,シャノン,1357
2022/04,3978,011,マクロミル,1201
2022/04,3979,014,うるる,1153
2022/04,3981,011,ビーグリー,1446
2022/04,3983,011,オロ,2038
2022/04,3984,011,ユーザーローカル,1708
2022/04,3985,011,テモナ,408
2022/04,3986,014,ビーブレイクシステムズ,1375
2022/04,3987,014,エコモット,541
2022/04,3988,012,ＳＹＳホールディングス,565
2022/04,3989,014,シェアリングテクノロジー,130
2022/04,3990,014,ＵＵＵＭ,1271
2022/04,3991,014,ウォンテッドリー,1915
2022/04,3992,011,ニーズウェル,683
2022/04,3993,014,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇ,1873
2022/04,3994,011,マネーフォワード,4480
2022/04,3995,014,ＳＫＩＹＡＫＩ,348
2022/04,3996,011,サインポスト,915
2022/04,3997,012,トレードワークス,1125
2022/04,3998,014,すららネット,1044
2022/04,3999,014,ナレッジスイート,781
2022/04,4001,,三井東圧化学,
2022/04,4002,,日東化学工業,
2022/04,4003,,コープケミカル,
2022/04,4004,011,レゾナック・ホールディングス,2527
2022/04,4005,011,住友化学,551
2022/04,4007,,日本化成,
2022/04,4008,011,住友精化,3050
2022/04,4010,,三菱化学,
2022/04,4011,014,ヘッドウォータース,3505
2022/04,4012,014,アクシス,1353
2022/04,4013,014,勤次郎,762
2022/04,4014,014,カラダノート,844
2022/04,4015,014,アララ,436
2022/04,4016,012,ＭＩＴホールディングス,587
2022/04,4017,014,クリーマ,726
2022/04,4019,014,スタメン,572
2022/04,4020,014,ビートレンド,2520
2022/04,4021,011,日産化学,6910
2022/04,4022,011,ラサ工業,1409
2022/04,4023,011,クレハ,9790
2022/04,4025,011,多木化学,5170
2022/04,4026,012,神島化学工業,1489
2022/04,4027,011,テイカ,1200
2022/04,4028,011,石原産業,1022
2022/04,4031,012,片倉コープアグリ,1307
2022/04,4033,,日東リアルエステート,
2022/04,4040,,南海化学,
2022/04,4041,011,日本曹達,3430
2022/04,4042,011,東ソー,1794
2022/04,4043,011,トクヤマ,1733
2022/04,4044,011,セントラル硝子,2391
2022/04,4045,011,東亜合成,1069
2022/04,4046,011,大阪ソーダ,3200
2022/04,4047,011,関東電化工業,983
2022/04,4050,,鶴見曹達,
2022/04,4051,014,ＧＭＯフィナンシャルゲート,13050
2022/04,4052,014,フィーチャ,599
2022/04,4053,014,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,1639
2022/04,4054,014,日本情報クリエイト,1191
2022/04,4055,014,ティアンドエス,1472
2022/04,4056,014,ニューラルポケット,1275
2022/04,4057,014,インターファクトリー,909
2022/04,4058,014,トヨクモ,1493
2022/04,4059,012,まぐまぐ,611
2022/04,4060,014,ｒａｋｕｍｏ,994
2022/04,4061,011,デンカ,3480
